SeccionCensal;F-of-M
1907101005;18,34Ê%
4625012014;18,34Ê%
0818702006;18,34Ê%
0824505008;18,34Ê%
3000501018;18,34Ê%
2811301001;18,35Ê%
0812302002;18,35Ê%
4421001001;18,35Ê%
3002401012;18,35Ê%
1507803005;18,35Ê%
0801901027;18,35Ê%
2514001001;18,35Ê%
0801908108;18,35Ê%
0818702014;18,35Ê%
1707903017;18,35Ê%
3501504006;18,35Ê%
2807901121;18,35Ê%
5100102007;18,35Ê%
0301402012;18,35Ê%
0701601003;18,35Ê%
3002501005;18,35Ê%
1307901005;18,35Ê%
2807301003;18,35Ê%
2807910023;18,35Ê%
3002101006;18,35Ê%
1202801001;18,36Ê%
2906902002;18,36Ê%
2807906113;18,36Ê%
2906707008;18,36Ê%
3002601001;18,36Ê%
0801507011;18,36Ê%
5027201011;18,36Ê%
4602101002;18,36Ê%
4608201004;18,36Ê%
5200106001;18,36Ê%
2906901001;18,36Ê%
2807401015;18,36Ê%
2807903099;18,36Ê%
4415301002;18,36Ê%
0490201007;18,36Ê%
0301402022;18,36Ê%
2807913142;18,36Ê%
1101504004;18,36Ê%
2414201002;18,36Ê%
4605401002;18,36Ê%
3606001010;18,36Ê%
2807913155;18,36Ê%
3301601010;18,36Ê%
2906706021;18,37Ê%
1812702005;18,37Ê%
1711404002;18,37Ê%
0702401002;18,37Ê%
1309601002;18,37Ê%
4600503005;18,37Ê%
1802202003;18,37Ê%
2804902004;18,37Ê%
3603801008;18,37Ê%
0803801001;18,37Ê%
3803101008;18,37Ê%
2807908167;18,37Ê%
0305902003;18,37Ê%
2810601024;18,37Ê%
0827002004;18,37Ê%
2807912029;18,37Ê%
4625012029;18,37Ê%
3804301001;18,37Ê%
3001901025;18,37Ê%
0490401002;18,38Ê%
2800502007;18,38Ê%
3002701045;18,38Ê%
0301404040;18,38Ê%
4612601005;18,38Ê%
2611701001;18,38Ê%
1212602011;18,38Ê%
2100503002;18,38Ê%
2809204007;18,38Ê%
3104101001;18,38Ê%
3003601001;18,38Ê%
2900701007;18,38Ê%
2807905065;18,38Ê%
0818701034;18,38Ê%
5200106002;18,38Ê%
2805301003;18,38Ê%
0807710008;18,38Ê%
0818404006;18,38Ê%
4616601003;18,38Ê%
0407402001;18,38Ê%
0830704011;18,38Ê%
2807912097;18,38Ê%
1500501007;18,38Ê%
2807917032;18,38Ê%
0700802002;18,38Ê%
3803811015;18,38Ê%
1100703001;18,38Ê%
4619001026;18,38Ê%
4617101007;18,38Ê%
0801907028;18,38Ê%
0801909063;18,38Ê%
3802302003;18,38Ê%
0400602002;18,38Ê%
1207701002;18,38Ê%
0813601002;18,38Ê%
3502601003;18,38Ê%
3303701007;18,38Ê%
3500402001;18,38Ê%
0301405016;18,39Ê%
2804701006;18,39Ê%
2909103002;18,39Ê%
3500401006;18,39Ê%
4803604003;18,39Ê%
3605709002;18,39Ê%
1706604005;18,39Ê%
4517302001;18,39Ê%
0820801004;18,39Ê%
0704005005;18,39Ê%
4625011044;18,39Ê%
2211201007;18,39Ê%
2807902048;18,39Ê%
1405502007;18,39Ê%
0801903107;18,39Ê%
2807902057;18,39Ê%
0801910002;18,39Ê%
0809603007;18,39Ê%
2905101009;18,39Ê%
0811501003;18,39Ê%
0705404002;18,39Ê%
2807906112;18,39Ê%
2906708036;18,39Ê%
0301406021;18,39Ê%
1101504003;18,39Ê%
0801902021;18,39Ê%
4102901005;18,40Ê%
3502203025;18,40Ê%
2807904051;18,40Ê%
2807501001;18,40Ê%
0818704029;18,40Ê%
0829803008;18,40Ê%
0801907031;18,40Ê%
4501901003;18,40Ê%
2807501002;18,40Ê%
4804402007;18,40Ê%
3003301009;18,40Ê%
2002701002;18,40Ê%
1302301006;18,40Ê%
2422201001;18,40Ê%
4608101005;18,40Ê%
3001201001;18,40Ê%
2807912080;18,40Ê%
4802002028;18,40Ê%
4190201004;18,40Ê%
0818701027;18,40Ê%
4109109044;18,40Ê%
1103205009;18,40Ê%
2809203030;18,40Ê%
1213502014;18,40Ê%
1814401001;18,40Ê%
2905102005;18,40Ê%
4108603002;18,40Ê%
2905401016;18,40Ê%
4501901002;18,41Ê%
2805806003;18,41Ê%
3502203023;18,41Ê%
0829401001;18,41Ê%
3003003043;18,41Ê%
4621402003;18,41Ê%
4102002003;18,41Ê%
2906708004;18,41Ê%
0828701001;18,41Ê%
4314808001;18,41Ê%
2807904093;18,41Ê%
0805603001;18,41Ê%
1503101007;18,41Ê%
2990101018;18,41Ê%
0704002057;18,41Ê%
0801903044;18,41Ê%
4105502005;18,41Ê%
3002501004;18,41Ê%
4802901001;18,41Ê%
4314807005;18,41Ê%
2100503003;18,41Ê%
3605101001;18,41Ê%
0704004018;18,41Ê%
1503002018;18,42Ê%
0309201004;18,42Ê%
2810601033;18,42Ê%
2807917031;18,42Ê%
0827904009;18,42Ê%
4621402004;18,42Ê%
1500203002;18,42Ê%
4806001002;18,42Ê%
2810601002;18,42Ê%
0814801002;18,42Ê%
2810601026;18,42Ê%
0910901001;18,42Ê%
4620201005;18,42Ê%
0818002007;18,42Ê%
2702802008;18,42Ê%
3003301010;18,42Ê%
3501701013;18,42Ê%
0305001008;18,42Ê%
4802002020;18,42Ê%
5100104002;18,42Ê%
4314809010;18,42Ê%
2909403014;18,42Ê%
2104403004;18,42Ê%
0701601001;18,42Ê%
0309401006;18,42Ê%
4625004012;18,42Ê%
1702601001;18,42Ê%
0816201001;18,43Ê%
2807921021;18,43Ê%
0826001003;18,43Ê%
0801907078;18,43Ê%
2800701019;18,43Ê%
1213801001;18,43Ê%
3001610011;18,43Ê%
0814701003;18,43Ê%
0817202002;18,43Ê%
3501701006;18,43Ê%
0801906034;18,43Ê%
2816102005;18,43Ê%
2807915087;18,43Ê%
1810001005;18,43Ê%
0818706005;18,43Ê%
1104102004;18,43Ê%
2807903061;18,43Ê%
2603602002;18,43Ê%
0702702002;18,43Ê%
0301402013;18,43Ê%
0704005016;18,43Ê%
2807903005;18,43Ê%
0410201011;18,43Ê%
2813201006;18,43Ê%
0812505001;18,43Ê%
2809204031;18,43Ê%
2807913173;18,44Ê%
2805001002;18,44Ê%
3501903007;18,44Ê%
0801909066;18,44Ê%
4806902001;18,44Ê%
0701105005;18,44Ê%
2521704002;18,44Ê%
1012102002;18,44Ê%
0801902161;18,44Ê%
2807901058;18,44Ê%
0704402001;18,44Ê%
0704802002;18,44Ê%
1503002013;18,44Ê%
1809301001;18,44Ê%
2807906066;18,44Ê%
0704301001;18,44Ê%
2502102002;18,44Ê%
0703201002;18,44Ê%
3800501005;18,44Ê%
3502203020;18,44Ê%
0705502001;18,44Ê%
0601503013;18,44Ê%
4520101002;18,44Ê%
2906707051;18,44Ê%
0821501001;18,44Ê%
1708801001;18,44Ê%
0801902168;18,44Ê%
3909501001;18,44Ê%
2806101003;18,44Ê%
5000801004;18,44Ê%
3502203016;18,45Ê%
0890401004;18,45Ê%
0306504021;18,45Ê%
2900501003;18,45Ê%
0208104003;18,45Ê%
3501904001;18,45Ê%
4616401006;18,45Ê%
4209501001;18,45Ê%
0312201003;18,45Ê%
2300502001;18,45Ê%
0810102026;18,45Ê%
2603603006;18,45Ê%
0801906001;18,45Ê%
0705701005;18,45Ê%
4190101001;18,45Ê%
2804701026;18,45Ê%
2814802005;18,45Ê%
0702701003;18,45Ê%
2807906123;18,45Ê%
0704004035;18,45Ê%
2807913036;18,45Ê%
3803803017;18,45Ê%
2813401024;18,45Ê%
0830704002;18,45Ê%
2601102003;18,45Ê%
0821401003;18,45Ê%
4927505004;18,45Ê%
1403001001;18,45Ê%
2804901001;18,46Ê%
2807906116;18,46Ê%
4109109060;18,46Ê%
2807911059;18,46Ê%
0308201004;18,46Ê%
2906902001;18,46Ê%
2800501015;18,46Ê%
2807912082;18,46Ê%
0490301001;18,46Ê%
4421603007;18,46Ê%
0705502005;18,46Ê%
2807915110;18,46Ê%
4102102002;18,46Ê%
1814005004;18,46Ê%
0818701012;18,46Ê%
2808002006;18,46Ê%
4313701001;18,46Ê%
4516805016;18,46Ê%
0301405010;18,46Ê%
2906708055;18,46Ê%
1500501009;18,46Ê%
0801908074;18,46Ê%
0810102007;18,46Ê%
5024701001;18,46Ê%
2814901002;18,46Ê%
0704003018;18,46Ê%
0306507020;18,46Ê%
4605401010;18,46Ê%
1401701001;18,47Ê%
2525101001;18,47Ê%
2809203006;18,47Ê%
0704003002;18,47Ê%
5006702005;18,47Ê%
0826001010;18,47Ê%
0410201005;18,47Ê%
2807917041;18,47Ê%
0702604004;18,47Ê%
3605707024;18,47Ê%
2800601018;18,47Ê%
4616901025;18,47Ê%
0924101001;18,47Ê%
2803601001;18,47Ê%
0704002047;18,47Ê%
0818404020;18,47Ê%
0814701011;18,47Ê%
0306504017;18,47Ê%
3602601007;18,47Ê%
3502203008;18,47Ê%
1100604004;18,47Ê%
2807901071;18,47Ê%
4803601007;18,47Ê%
3003005015;18,47Ê%
0824502008;18,47Ê%
0704602002;18,47Ê%
0401308005;18,47Ê%
3123204003;18,47Ê%
3501502001;18,47Ê%
3002701048;18,47Ê%
0700601002;18,47Ê%
3003901008;18,48Ê%
4102901008;18,48Ê%
2512004011;18,48Ê%
3600801001;18,48Ê%
2807904130;18,48Ê%
4625004025;18,48Ê%
5200103001;18,48Ê%
4616201001;18,48Ê%
0810102034;18,48Ê%
4105301004;18,48Ê%
1401703001;18,48Ê%
0801908103;18,48Ê%
4613104002;18,48Ê%
0308202001;18,48Ê%
0700301003;18,48Ê%
5029703028;18,48Ê%
4512102001;18,48Ê%
2611701002;18,48Ê%
1817501004;18,48Ê%
0304801002;18,48Ê%
4808201014;18,48Ê%
2702804005;18,48Ê%
4806901008;18,48Ê%
4105304009;18,48Ê%
2816101022;18,48Ê%
3502203002;18,48Ê%
0805601001;18,48Ê%
2816101001;18,48Ê%
3307601005;18,48Ê%
4109201003;18,49Ê%
0810104007;18,49Ê%
4100401002;18,49Ê%
3501602064;18,49Ê%
0308901004;18,49Ê%
2104401005;18,49Ê%
3802001003;18,49Ê%
1307102010;18,49Ê%
2814803009;18,49Ê%
4109105045;18,49Ê%
4313301002;18,49Ê%
4315503001;18,49Ê%
2805808002;18,49Ê%
2100201002;18,49Ê%
0400601001;18,49Ê%
3004301015;18,49Ê%
3906001002;18,49Ê%
4317101012;18,49Ê%
2524301001;18,49Ê%
3500605001;18,49Ê%
0824002004;18,49Ê%
0704003020;18,49Ê%
1819301003;18,49Ê%
0703104009;18,49Ê%
0827901008;18,49Ê%
3500201012;18,49Ê%
0801509028;18,49Ê%
2902502015;18,49Ê%
2215801011;18,49Ê%
3002401011;18,50Ê%
4105502003;18,50Ê%
0820003001;18,50Ê%
0703203005;18,50Ê%
0810104016;18,50Ê%
2807912096;18,50Ê%
2807901089;18,50Ê%
4108501001;18,50Ê%
2800501016;18,50Ê%
2905101001;18,50Ê%
4625007026;18,50Ê%
4618401001;18,50Ê%
0704002013;18,50Ê%
0818403004;18,50Ê%
4625015010;18,50Ê%
0815301001;18,50Ê%
0303103015;18,50Ê%
4808403005;18,50Ê%
0810102048;18,50Ê%
4805901001;18,50Ê%
2807910030;18,50Ê%
3802304002;18,50Ê%
0704004001;18,50Ê%
0801906068;18,50Ê%
0829803006;18,50Ê%
0811305002;18,50Ê%
0816905003;18,50Ê%
5100101007;18,50Ê%
0704002055;18,50Ê%
4619001017;18,50Ê%
3800601021;18,50Ê%
3300401036;18,50Ê%
4625601002;18,50Ê%
0905903008;18,50Ê%
0704002023;18,50Ê%
1711402003;18,50Ê%
2004502008;18,50Ê%
2603601001;18,50Ê%
0824506011;18,50Ê%
2512001006;18,51Ê%
0830501003;18,51Ê%
3306601033;18,51Ê%
4518502002;18,51Ê%
0490201022;18,51Ê%
2305505003;18,51Ê%
0830101015;18,51Ê%
2809203003;18,51Ê%
0312802001;18,51Ê%
2807910009;18,51Ê%
0309501006;18,51Ê%
0801901037;18,51Ê%
1204005015;18,51Ê%
4501901005;18,51Ê%
0311902004;18,51Ê%
0810103010;18,51Ê%
3102301002;18,51Ê%
0801902143;18,51Ê%
4617601001;18,51Ê%
4603501003;18,51Ê%
1707903001;18,51Ê%
0817202004;18,51Ê%
0807602001;18,51Ê%
4314807018;18,51Ê%
2807911036;18,51Ê%
0200305011;18,51Ê%
4607802016;18,51Ê%
0810203001;18,51Ê%
1208501002;18,51Ê%
3800101014;18,51Ê%
2807912094;18,51Ê%
2807915099;18,51Ê%
3003007025;18,51Ê%
0301404006;18,51Ê%
1505901006;18,51Ê%
3003002017;18,51Ê%
2004502002;18,51Ê%
4606001003;18,51Ê%
0312201012;18,51Ê%
2807908114;18,52Ê%
2800502005;18,52Ê%
4316301002;18,52Ê%
0901802005;18,52Ê%
3003007008;18,52Ê%
4103804002;18,52Ê%
3190801001;18,52Ê%
0306505023;18,52Ê%
2212504003;18,52Ê%
0702901001;18,52Ê%
2807912067;18,52Ê%
1290101002;18,52Ê%
1700901001;18,52Ê%
2702501001;18,52Ê%
3800101002;18,52Ê%
1702001003;18,52Ê%
1300504001;18,52Ê%
0800901003;18,52Ê%
3003003047;18,52Ê%
0306401002;18,52Ê%
0406901002;18,52Ê%
4804502003;18,52Ê%
4705201005;18,52Ê%
2521701001;18,52Ê%
2807911012;18,52Ê%
3121501001;18,52Ê%
4802702001;18,52Ê%
2101401003;18,52Ê%
3801101008;18,52Ê%
2807910032;18,52Ê%
1102205001;18,52Ê%
4625002015;18,53Ê%
3002201001;18,53Ê%
2906707002;18,53Ê%
1904601008;18,53Ê%
3502603010;18,53Ê%
2807913038;18,53Ê%
2807908165;18,53Ê%
1501101002;18,53Ê%
3502602009;18,53Ê%
2807905081;18,53Ê%
0820001004;18,53Ê%
4309201002;18,53Ê%
2802601001;18,53Ê%
4314502002;18,53Ê%
2805806013;18,53Ê%
2804701002;18,53Ê%
3801701023;18,53Ê%
2906902011;18,53Ê%
0827903016;18,53Ê%
0830101003;18,53Ê%
2801401023;18,53Ê%
0601503002;18,53Ê%
3001608038;18,53Ê%
0827905023;18,53Ê%
0803701001;18,53Ê%
3800601031;18,53Ê%
2807912042;18,53Ê%
0812106001;18,53Ê%
0807305004;18,53Ê%
3604801001;18,53Ê%
4109101019;18,53Ê%
0301402020;18,53Ê%
0304902002;18,53Ê%
2800701006;18,53Ê%
3801701015;18,53Ê%
2101302002;18,53Ê%
0823101009;18,53Ê%
3905202003;18,53Ê%
3001605006;18,53Ê%
0821801003;18,53Ê%
2906707013;18,53Ê%
4625002019;18,54Ê%
2807906124;18,54Ê%
0820004001;18,54Ê%
2800501003;18,54Ê%
2807915083;18,54Ê%
2810601017;18,54Ê%
5100105002;18,54Ê%
1505901002;18,54Ê%
2807917066;18,54Ê%
2814803002;18,54Ê%
4100403003;18,54Ê%
1305802003;18,54Ê%
0311302001;18,54Ê%
2807906097;18,54Ê%
4625015030;18,54Ê%
0801902169;18,54Ê%
2900801002;18,54Ê%
1928001002;18,54Ê%
2807910029;18,54Ê%
0828401001;18,54Ê%
1504601001;18,54Ê%
0405303003;18,54Ê%
1100801005;18,54Ê%
0704003030;18,55Ê%
0301403014;18,55Ê%
4109101033;18,55Ê%
0704004069;18,55Ê%
4808901001;18,55Ê%
0801902015;18,55Ê%
3502901001;18,55Ê%
2807906069;18,55Ê%
0704004056;18,55Ê%
0812302004;18,55Ê%
4602101011;18,55Ê%
1503101002;18,55Ê%
2811101001;18,55Ê%
1704402002;18,55Ê%
0401308007;18,55Ê%
4103403005;18,55Ê%
1507804019;18,55Ê%
0812103007;18,55Ê%
1810001006;18,55Ê%
4104901002;18,55Ê%
3003004068;18,55Ê%
0830703002;18,55Ê%
1200901003;18,55Ê%
4109202003;18,55Ê%
0810105008;18,55Ê%
4505301002;18,55Ê%
1202701001;18,55Ê%
1507804002;18,55Ê%
0805604003;18,55Ê%
1707903012;18,56Ê%
4625016012;18,56Ê%
2810601009;18,56Ê%
3500606001;18,56Ê%
4101101004;18,56Ê%
2807907060;18,56Ê%
1501101009;18,56Ê%
3108601007;18,56Ê%
1402106048;18,56Ê%
2814803001;18,56Ê%
1402106008;18,56Ê%
0801909082;18,56Ê%
3600401005;18,56Ê%
1100404016;18,56Ê%
2816101003;18,56Ê%
1101209005;18,56Ê%
0810104023;18,56Ê%
2809102002;18,56Ê%
0701501005;18,56Ê%
1714101004;18,56Ê%
4312901001;18,56Ê%
0815901002;18,56Ê%
1402110015;18,56Ê%
4625015001;18,56Ê%
1210401005;18,56Ê%
4803501001;18,56Ê%
0814701008;18,56Ê%
0824506003;18,57Ê%
0820002012;18,57Ê%
0704001019;18,57Ê%
3003005029;18,57Ê%
1102701001;18,57Ê%
1703101001;18,57Ê%
4301601001;18,57Ê%
2807902039;18,57Ê%
0801902151;18,57Ê%
0810101022;18,57Ê%
2801901001;18,57Ê%
0812105016;18,57Ê%
5029711018;18,57Ê%
3803101006;18,57Ê%
0812501002;18,57Ê%
2807406008;18,57Ê%
2906710001;18,57Ê%
1101002002;18,57Ê%
0490301005;18,57Ê%
4312301003;18,57Ê%
3001501010;18,57Ê%
1507801002;18,57Ê%
3800601017;18,57Ê%
4102103002;18,57Ê%
0801502007;18,57Ê%
3003801015;18,57Ê%
0300901006;18,57Ê%
4103403002;18,57Ê%
2525201001;18,57Ê%
0703203002;18,57Ê%
0821002001;18,57Ê%
4625002025;18,57Ê%
1102102001;18,57Ê%
1190101006;18,57Ê%
3500604002;18,57Ê%
1913005003;18,58Ê%
1101505013;18,58Ê%
2906711009;18,58Ê%
2807913033;18,58Ê%
4616401007;18,58Ê%
4617101006;18,58Ê%
2006101003;18,58Ê%
4613102013;18,58Ê%
1709504003;18,58Ê%
2903801001;18,58Ê%
0304401003;18,58Ê%
3500804002;18,58Ê%
3110901001;18,58Ê%
0490201016;18,58Ê%
0801906019;18,58Ê%
3502603001;18,58Ê%
2810601013;18,58Ê%
0815701003;18,58Ê%
3412006004;18,58Ê%
0812303001;18,58Ê%
3801901009;18,58Ê%
4516807008;18,58Ê%
1710301003;18,58Ê%
4512701001;18,58Ê%
0704002069;18,58Ê%
0100401001;18,58Ê%
3402301005;18,58Ê%
0306504020;18,58Ê%
3003004023;18,58Ê%
2807901087;18,58Ê%
2411503003;18,58Ê%
1802201004;18,58Ê%
4108901001;18,58Ê%
2809601001;18,58Ê%
4105101001;18,59Ê%
3501103002;18,59Ê%
1503008007;18,59Ê%
0801509032;18,59Ê%
4101101002;18,59Ê%
1100401012;18,59Ê%
0808903001;18,59Ê%
4802005016;18,59Ê%
4108902002;18,59Ê%
0810104033;18,59Ê%
1690501001;18,59Ê%
0801902084;18,59Ê%
3502203015;18,59Ê%
3803106002;18,59Ê%
3001001003;18,59Ê%
2908201002;18,59Ê%
1402106025;18,59Ê%
0703901002;18,59Ê%
3003005039;18,59Ê%
4109107017;18,59Ê%
3803811014;18,59Ê%
3500605005;18,59Ê%
1503501008;18,59Ê%
2900701020;18,59Ê%
4806901003;18,59Ê%
4312304007;18,59Ê%
0704002022;18,59Ê%
4512102002;18,59Ê%
0704003046;18,59Ê%
3501604082;18,59Ê%
0801908065;18,59Ê%
4613107003;18,59Ê%
2807917047;18,59Ê%
0801903009;18,59Ê%
2523101001;18,59Ê%
0390201005;18,59Ê%
0801903095;18,60Ê%
4401303002;18,60Ê%
3803802001;18,60Ê%
0905909044;18,60Ê%
3501701012;18,60Ê%
2807902002;18,60Ê%
0829501002;18,60Ê%
4102002001;18,60Ê%
4502102001;18,60Ê%
2807913037;18,60Ê%
0801901052;18,60Ê%
2804701008;18,60Ê%
0705001003;18,60Ê%
1819301008;18,60Ê%
0801902157;18,60Ê%
2505001001;18,60Ê%
0801508001;18,60Ê%
3412006005;18,60Ê%
3602902001;18,60Ê%
3602601008;18,60Ê%
0810105028;18,60Ê%
4601902004;18,60Ê%
2801501004;18,60Ê%
4701001004;18,60Ê%
3606001003;18,60Ê%
1814002003;18,60Ê%
4610201012;18,60Ê%
2807915060;18,60Ê%
4624401008;18,60Ê%
2807904007;18,60Ê%
2807915073;18,60Ê%
0516801002;18,60Ê%
2006701004;18,61Ê%
1809501001;18,61Ê%
2807907065;18,61Ê%
2804501017;18,61Ê%
0800601002;18,61Ê%
0704002031;18,61Ê%
4103803004;18,61Ê%
3003008005;18,61Ê%
3802301007;18,61Ê%
0309401005;18,61Ê%
2807917058;18,61Ê%
2904201001;18,61Ê%
0812403007;18,61Ê%
4100402005;18,61Ê%
1810001002;18,61Ê%
1715502003;18,61Ê%
1100401017;18,61Ê%
2006906004;18,61Ê%
1720401001;18,61Ê%
0702301003;18,61Ê%
3002601017;18,61Ê%
0801902127;18,61Ê%
3903001001;18,61Ê%
2006403003;18,61Ê%
0817203002;18,61Ê%
2215801003;18,61Ê%
3802305009;18,61Ê%
1619002001;18,61Ê%
0301408019;18,61Ê%
5009201001;18,61Ê%
2801401007;18,61Ê%
4613801001;18,61Ê%
4314809008;18,61Ê%
0200305013;18,61Ê%
2809601003;18,61Ê%
0801910074;18,61Ê%
0815801002;18,61Ê%
3501903016;18,61Ê%
0823101004;18,62Ê%
0306504018;18,62Ê%
2807915053;18,62Ê%
2800501001;18,62Ê%
2008101003;18,62Ê%
4516807014;18,62Ê%
2807906058;18,62Ê%
0601503009;18,62Ê%
2807920075;18,62Ê%
0309902007;18,62Ê%
1403602002;18,62Ê%
2006101001;18,62Ê%
3603303005;18,62Ê%
2813301004;18,62Ê%
4625002031;18,62Ê%
3501903010;18,62Ê%
0306502008;18,62Ê%
1507804005;18,62Ê%
2807908106;18,62Ê%
2001703003;18,62Ê%
2807915097;18,62Ê%
4801306007;18,62Ê%
2902001001;18,62Ê%
0801902139;18,62Ê%
3908704002;18,63Ê%
0818702011;18,63Ê%
4190301003;18,63Ê%
0704004021;18,63Ê%
4511901001;18,63Ê%
0701504004;18,63Ê%
0301406005;18,63Ê%
0827902006;18,63Ê%
4808301002;18,63Ê%
0801902085;18,63Ê%
0615802004;18,63Ê%
0818101003;18,63Ê%
1102203007;18,63Ê%
1103201004;18,63Ê%
2805802003;18,63Ê%
3902002013;18,63Ê%
3502606005;18,63Ê%
3803811004;18,63Ê%
2512004008;18,63Ê%
2807907082;18,63Ê%
0810105018;18,63Ê%
3802302023;18,63Ê%
0703103003;18,63Ê%
3003003030;18,63Ê%
5200108001;18,63Ê%
0801903063;18,64Ê%
4623701004;18,64Ê%
3003501005;18,64Ê%
0827903019;18,64Ê%
1404204005;18,64Ê%
0827904012;18,64Ê%
2106301001;18,64Ê%
0704003009;18,64Ê%
0301904004;18,64Ê%
2812701004;18,64Ê%
4802005020;18,64Ê%
3000501012;18,64Ê%
0801902049;18,64Ê%
2807908087;18,64Ê%
1704701004;18,64Ê%
0824502004;18,64Ê%
3205404010;18,64Ê%
3605703014;18,64Ê%
0812105012;18,64Ê%
2807903098;18,64Ê%
2906707064;18,64Ê%
0816101009;18,64Ê%
2909401013;18,64Ê%
0823001003;18,64Ê%
3001608024;18,64Ê%
4601902005;18,64Ê%
2814804005;18,64Ê%
4100403010;18,64Ê%
2810601003;18,64Ê%
2807910034;18,64Ê%
0830102013;18,64Ê%
2807912073;18,64Ê%
2807912034;18,64Ê%
3003601018;18,64Ê%
2814802008;18,65Ê%
3412007020;18,65Ê%
0801904031;18,65Ê%
3303601012;18,65Ê%
4625011002;18,65Ê%
1706201001;18,65Ê%
2808201001;18,65Ê%
0301403013;18,65Ê%
2807913083;18,65Ê%
2807907055;18,65Ê%
4808501005;18,65Ê%
2807902078;18,65Ê%
4314808008;18,65Ê%
0818001007;18,65Ê%
2801303001;18,65Ê%
3001602002;18,65Ê%
2807915058;18,65Ê%
1402702002;18,65Ê%
2807901020;18,65Ê%
0608801002;18,65Ê%
0801902074;18,65Ê%
0818701013;18,65Ê%
0805602003;18,65Ê%
2807913185;18,65Ê%
0812101001;18,65Ê%
4516301004;18,65Ê%
0301404012;18,65Ê%
2807906057;18,65Ê%
0306503010;18,65Ê%
0704002018;18,66Ê%
1718001003;18,66Ê%
3802606003;18,66Ê%
2807911187;18,66Ê%
0810105034;18,66Ê%
1102703010;18,66Ê%
3304404012;18,66Ê%
0700303001;18,66Ê%
2807917018;18,66Ê%
4512801002;18,66Ê%
4625001010;18,66Ê%
4611001003;18,66Ê%
0801502005;18,66Ê%
2807915176;18,66Ê%
0300501002;18,66Ê%
0706201001;18,66Ê%
3601501001;18,66Ê%
2906709012;18,66Ê%
1405701001;18,66Ê%
5029711015;18,66Ê%
0810105029;18,66Ê%
2213001006;18,66Ê%
2906708059;18,67Ê%
3003001026;18,67Ê%
2807917037;18,67Ê%
0704002064;18,67Ê%
0810102032;18,67Ê%
2512003007;18,67Ê%
0407901002;18,67Ê%
4625001025;18,67Ê%
4501601002;18,67Ê%
2807913168;18,67Ê%
4100404015;18,67Ê%
4808204005;18,67Ê%
0313303009;18,67Ê%
0807301003;18,67Ê%
1406601002;18,67Ê%
0801908066;18,67Ê%
4625008025;18,67Ê%
4615901001;18,67Ê%
2706501001;18,67Ê%
0801908026;18,67Ê%
2807907069;18,67Ê%
3003601007;18,67Ê%
4108702003;18,67Ê%
3905202002;18,67Ê%
3001801002;18,67Ê%
0704002049;18,67Ê%
4109104005;18,67Ê%
4622007010;18,67Ê%
1503102008;18,67Ê%
3605707005;18,67Ê%
0818705012;18,67Ê%
4505101001;18,67Ê%
4109106006;18,67Ê%
0801904039;18,67Ê%
3001610030;18,67Ê%
3207501002;18,67Ê%
3502606010;18,67Ê%
1014802004;18,67Ê%
2906701001;18,67Ê%
4601902001;18,68Ê%
0818706011;18,68Ê%
4801306005;18,68Ê%
4801801001;18,68Ê%
4511801002;18,68Ê%
0815501001;18,68Ê%
2812901001;18,68Ê%
0306506010;18,68Ê%
1103902004;18,68Ê%
4309301002;18,68Ê%
0820505002;18,68Ê%
3802001007;18,68Ê%
3501701002;18,68Ê%
0807401004;18,68Ê%
3001602013;18,68Ê%
0701103002;18,68Ê%
0827903014;18,68Ê%
4611001001;18,68Ê%
1707903015;18,68Ê%
1814501006;18,68Ê%
0818706003;18,68Ê%
3003001033;18,68Ê%
0812104005;18,68Ê%
4602904003;18,68Ê%
2807913086;18,68Ê%
3600802005;18,68Ê%
0827902001;18,68Ê%
4506602003;18,68Ê%
1800301001;18,68Ê%
4109105033;18,68Ê%
2906704011;18,68Ê%
4390501004;18,68Ê%
0820502007;18,68Ê%
2800701007;18,68Ê%
2804501010;18,68Ê%
0312801002;18,68Ê%
0801909081;18,68Ê%
4625015022;18,68Ê%
0401307035;18,68Ê%
0824501008;18,68Ê%
1719901003;18,68Ê%
0805602001;18,69Ê%
4109105011;18,69Ê%
2807901117;18,69Ê%
4108702002;18,69Ê%
3605707021;18,69Ê%
3800601006;18,69Ê%
0306504005;18,69Ê%
0808601001;18,69Ê%
0704401001;18,69Ê%
4620401002;18,69Ê%
1617502001;18,69Ê%
1100403014;18,69Ê%
1802201007;18,69Ê%
0823301001;18,69Ê%
0812402003;18,69Ê%
0807301009;18,69Ê%
2807913192;18,69Ê%
3003003017;18,69Ê%
2807916111;18,69Ê%
0824505005;18,69Ê%
4805403007;18,69Ê%
0703602007;18,69Ê%
0704004087;18,69Ê%
0825201018;18,69Ê%
0702702003;18,69Ê%
1210002001;18,70Ê%
0811305011;18,70Ê%
4616401002;18,70Ê%
3205801001;18,70Ê%
0308801001;18,70Ê%
2805804002;18,70Ê%
4605102003;18,70Ê%
4301601002;18,70Ê%
3001608002;18,70Ê%
1402106017;18,70Ê%
0401307024;18,70Ê%
2807907039;18,70Ê%
4316103001;18,70Ê%
0601502006;18,70Ê%
0810102039;18,70Ê%
0100101002;18,70Ê%
0824505002;18,70Ê%
2809102001;18,70Ê%
2007902008;18,70Ê%
3908702004;18,70Ê%
0601503010;18,70Ê%
2809202002;18,70Ê%
