CUSEC;COD_POSTAL;yieldPisos;yieldCasas
4109106006;41010;=;-
4109106007;41010;=;-
4109106008;41010;=;-
4109106009;41010;=;-
4109106010;41010;=;-
4109106011;41010;=;-
4109106012;41010;=;-
4109106013;41010;=;-
4109106014;41010;=;-
4109106015;41010;=;-
4109106016;41010;=;-
4109106017;41010;=;-
4109106018;41010;=;-
4109106019;41010;=;-
4109106020;41010;=;-
4109106021;41010;=;-
4109106022;41010;=;-
4109106023;41010;=;-
4109106024;41010;=;-
4109106025;41010;=;-
4109106026;41010;=;-
4109106027;41010;=;-
4109106028;41010;=;-
4109106029;41010;=;-
4109106030;41010;=;-
4109106031;41010;=;-
4109106032;41010;=;-
4109106033;41010;=;-
4109106034;41010;=;-
4109106035;41010;=;-
4109106036;41010;=;-
4109106037;41010;=;-
4109106038;41010;=;-
4109106039;41010;=;-
4109106040;41010;=;-
4109106041;41010;=;-
4109106042;41010;=;-
4109106043;41010;=;-
4109107001;41008;+;--
4109107002;41008;+;--
4109107003;41008;+;--
4109107004;41008;+;--
4109107005;41008;+;--
4109107006;41008;+;--
4109107007;41008;+;--
4109107008;41008;+;--
4109107009;41008;+;--
4109107010;41008;+;--
4109107011;41008;+;--
4109107012;41008;+;--
4109107013;41008;+;--
4109107014;41008;+;--
4109107015;41008;+;--
4109107016;41008;+;--
4109107017;41008;+;--
4109107018;41008;+;--
4109107019;41008;+;--
4109107020;41008;+;--
4109107021;41008;+;--
4109107022;41008;+;--
4109107023;41008;+;--
4109107024;41008;+;--
4109107025;41008;+;--
4109107026;41008;+;--
4109107027;41008;+;--
4109107028;41008;+;--
4109107029;41008;+;--
4109107030;41008;+;--
4109107031;41008;+;--
4109107032;41008;+;--
4109107033;41008;+;--
4109107034;41008;+;--
4109107035;41008;+;--
4109107036;41008;+;--
4109107037;41008;+;--
4109107038;41008;+;--
4109107039;41008;+;--
4109107040;41008;+;--
4109107041;41008;+;--
4109107042;41008;+;--
4109107043;41008;+;--
4109107044;41008;+;--
4109107045;41008;+;--
4109107046;41008;+;--
4109107047;41008;+;--
4109107048;41008;+;--
4109107049;41008;+;--
4109107050;41008;+;--
4109107051;41008;+;--
4109108001;41007;=;=
4109108002;41007;=;=
4109108003;41007;=;=
4109108004;41007;=;=
4109108005;41007;=;=
4109108006;41007;=;=
4109108007;41007;=;=
4109108008;41007;=;=
4109108009;41007;=;=
4109108010;41007;=;=
4109108011;41007;=;=
4109108012;41007;=;=
4109108013;41007;=;=
4109108014;41007;=;=
4109108015;41007;=;=
4109108016;41007;=;=
4109108017;41007;=;=
4109108018;41007;=;=
4109108019;41007;=;=
4109108020;41007;=;=
4109108021;41007;=;=
4109108022;41007;=;=
4109108023;41007;=;=
4109108024;41007;=;=
4109108025;41007;=;=
4109108026;41007;=;=
4109108027;41007;=;=
4109108028;41007;=;=
4109108029;41007;=;=
4109108030;41007;=;=
4109108031;41007;=;=
4109108032;41007;=;=
4109108033;41007;=;=
4109108034;41007;=;=
4109108035;41007;=;=
4109108036;41007;=;=
4109108037;41007;=;=
4109108038;41007;=;=
4109108039;41007;=;=
4109108041;41007;=;=
4109108042;41007;=;=
4109108043;41007;=;=
4109108045;41007;=;=
4109108046;41007;=;=
4109108047;41007;=;=
4109108048;41007;=;=
4109108049;41007;=;=
4109108050;41007;=;=
4109108051;41007;=;=
4109108052;41007;=;=
4109109001;41016;=;=
4109109002;41016;=;=
4109109003;41016;=;=
4109109004;41016;=;=
4109109005;41016;=;=
4109109006;41016;=;=
4109109007;41016;=;=
4109109008;41016;=;=
4109109009;41016;=;=
4109109010;41016;=;=
4109109011;41016;=;=
4109109012;41016;=;=
4109109013;41016;=;=
4109109014;41016;=;=
4109109015;41016;=;=
4109109016;41016;=;=
4109109017;41016;=;=
4109109018;41016;=;=
4109109019;41016;=;=
4109109020;41016;=;=
4109109021;41016;=;=
4109109022;41016;=;=
4109109023;41016;=;=
4109109024;41016;=;=
4109109025;41016;=;=
4109109026;41016;=;=
4109109027;41016;=;=
4109109028;41016;=;=
4109109029;41016;=;=
4109109030;41016;=;=
4109109031;41016;=;=
4109109032;41016;=;=
4109109033;41016;=;=
4109109034;41016;=;=
4109109035;41016;=;=
4109109036;41016;=;=
4109109037;41016;=;=
4109109039;41016;=;=
4109109040;41016;=;=
4109109041;41016;=;=
4109109042;41016;=;=
4109109043;41016;=;=
4109109044;41016;=;=
4109109045;41016;=;=
4109109046;41016;=;=
4109109047;41016;=;=
4109109048;41016;=;=
4109109049;41016;=;=
4109109050;41016;=;=
4109109051;41016;=;=
4109109052;41016;=;=
4109109053;41016;=;=
4109109054;41016;=;=
4109109055;41016;=;=
4109109056;41016;=;=
4109109057;41016;=;=
4109109058;41016;=;=
4109109059;41016;=;=
4109109060;41016;=;=
4109109061;41016;=;=
4109109062;41016;=;=
4109109063;41016;=;=
4109109064;41016;=;=
4109109065;41016;=;=
4109109066;41016;=;=
4109109067;41016;=;=
4109109068;41016;=;=
4109110001;41014;--;--
4109110002;41014;--;--
4109110003;41014;--;--
4109110004;41014;--;--
4109110005;41014;--;--
4109110006;41014;--;--
4109110007;41014;--;--
4109110008;41014;--;--
4109110009;41014;--;--
4109110010;41014;--;--
4109110011;41014;--;--
4109110012;41014;--;--
4109110013;41014;--;--
4109110014;41014;--;--
4109110015;41014;--;--
4109110016;41014;--;--
4109110017;41014;--;--
4109110018;41014;--;--
4109110019;41014;--;--
4109110020;41014;--;--
4109110021;41014;--;--
4109110022;41014;--;--
4109110023;41014;--;--
4109110024;41014;--;--
4109110025;41014;--;--
4109110026;41014;--;--
4109110027;41014;--;--
4109110028;41014;--;--
4109110029;41014;--;--
4109111001;41011;=;--
4109111002;41011;=;--
4109111003;41011;=;--
4109111004;41011;=;--
4109111005;41011;=;--
4109111006;41011;=;--
4109111007;41011;=;--
4109111008;41011;=;--
4109111009;41011;=;--
4109111010;41011;=;--
4109111011;41011;=;--
4109111012;41011;=;--
4109111013;41011;=;--
4109111014;41011;=;--
4109111015;41011;=;--
4109111016;41011;=;--
4109111017;41011;=;--
4109111018;41011;=;--
4109111019;41011;=;--
4109201002;41340;++;=
4109201003;41340;++;=
4109201004;41340;++;=
4109202001;41330;++;=
4109202002;41330;++;=
4109202003;41330;++;=
4109202004;41330;++;=
4109301001;41940;+;=
4109301002;41940;+;=
4109301003;41940;+;=
4109301004;41940;+;=
4109301005;41940;+;=
4109301006;41940;+;=
4109301007;41940;+;=
4109301008;41940;+;=
4109301009;41940;+;=
4109301010;41940;+;=
4109301011;41940;+;=
4109301012;41940;+;=
4109301013;41940;+;=
4109301014;41940;+;=
4109401001;41806;=;=
4109401002;41806;=;=
4109401003;41806;=;=
4109402001;41806;=;=
4109402002;41806;=;=
4109402003;41806;=;=
4109501001;41710;=;++
4109501002;41710;=;++
4109501003;41710;=;++
4109501004;41710;=;++
4109501005;41710;=;++
4109501006;41710;=;++
4109501007;41710;=;++
4109501008;41710;=;++
4109501009;41710;=;++
4109501010;41710;=;++
4109502001;41710;=;++
4109502002;41710;=;++
4109502003;41710;=;++
4109502004;41710;=;++
4109502005;41710;=;++
4109503002;41710;=;++
4109503003;41710;=;++
4109503004;41710;=;++
4109503005;41710;=;++
4109503006;41710;=;++
4109503007;41710;=;++
4109504001;41710;=;++
4109504002;41710;=;++
4109504003;41710;=;++
4109505001;41710;=;++
4109505003;41710;=;++
4109505004;41710;=;++
4109505005;41710;=;++
4109505006;41710;=;++
4109505007;41710;=;++
4109505008;41710;=;++
4109505009;41710;=;++
4109505010;41710;=;++
4109505011;41710;=;++
4109505012;41710;=;++
4109505013;41710;=;++
4109601001;41907;++;-
4109601002;41907;++;-
4109601003;41907;++;-
4109601004;41907;++;-
4109601005;41907;++;-
4109701001;41850;=;++
4109702001;41850;=;++
4109801001;41808;+;=
4109801002;41808;+;=
4109801003;41808;+;=
4109801004;41808;+;=
4109901001;41350;--;-
4109902001;41350;--;-
4109902002;41350;--;-
4109903001;41350;--;-
4110001001;41660;++;--
4110101001;41318;++;-
4110101002;41318;++;-
4110101003;41318;++;-
4110101004;41318;++;-
4110101005;41318;++;-
4110201001;41520;++;--
4110201002;41520;++;--
4110201003;41520;++;--
4110201004;41520;++;--
4110201005;41520;++;--
4110202001;41520;++;--
4110203001;41520;++;--
4110203002;41520;++;--
4110203003;41520;++;--
4110203004;41520;++;--
4110203005;41520;++;--
4110203006;41520;++;--
4190101001;41439;=;=
4190101002;41439;=;=
4190101003;41439;=;=
4190201001;41150;-;=
4190201002;41150;-;=
4190201003;41150;-;=
4190201004;41150;-;=
4190301001;41749;--;--
4190301002;41749;--;--
4190301003;41749;--;--
4190301004;41749;--;--
4190301005;41749;--;--
4200101001;42146;++;=
4200301001;42216;+;--
4200401001;42100;=;++
4200401002;42100;=;++
4200601001;42134;--;++
4200701001;42351;-;++
4200801001;42213;+;--
4200901001;42134;--;++
4201001001;42180;=;=
4201101001;42112;+;++
4201201001;42180;=;=
4201301001;42180;=;=
4201401001;42173;=;=
4201501001;42225;++;--
4201601001;42132;++;=
4201701001;42180;=;=
4201801001;42258;-;--
4201901001;42169;=;-
4202001001;42200;+;--
4202001002;42200;+;--
4202001003;42200;+;--
4202101001;42126;++;=
4202201001;42130;++;=
4202301001;42213;+;--
4202401001;42112;+;++
4202501001;42250;-;--
4202501002;42250;-;--
4202601001;42368;-;++
4202701001;42161;=;-
4202801001;42172;=;=
4202901001;42214;+;--
4203001001;42210;+;--
4203101001;42368;-;++
4203201001;42366;-;++
4203301001;42366;-;++
4203401001;42107;+;++
4203501001;42368;-;++
4203601001;42193;=;=
4203701001;42128;++;=
4203801001;42218;+;--
4203901001;42107;+;++
4204101001;42132;++;=
4204201001;42162;=;-
4204301001;42300;=;++
4204301002;42300;=;++
4204301003;42300;=;++
4204401001;42130;++;=
4204501001;42146;++;=
4204601001;42193;=;=
4204801001;42367;-;++
4204901001;42134;--;++
4205001001;42220;+;--
4205101001;42126;++;=
4205201001;42311;=;++
4205301001;42311;=;++
4205401001;42180;=;=
4205501001;42148;=;++
4205601001;42180;=;=
4205701001;42113;+;++
4205801001;42328;-;++
4205901001;42211;+;--
4206001001;42181;=;=
4206101001;42145;++;=
4206201001;42113;+;++
4206301001;42126;++;=
4206401001;42138;--;++
4206501001;42180;=;=
4206801001;42216;+;--
4206901001;42157;=;-
4207001001;42148;=;++
4207101001;42191;=;=
4207301001;42107;+;++
4207501001;42108;+;++
4207601001;42126;++;=
4207801001;42158;=;-
4207901001;42223;++;--
4208001001;42142;--;++
4208101001;42142;--;++
4208201001;42180;=;=
4208301001;42216;+;--
4208401001;42311;=;++
4208501001;42141;--;++
4208601001;42342;-;++
4208701001;42162;=;-
4208801001;42220;+;--
4208901001;42162;=;-
4209001001;42294;=;++
4209201001;42181;=;=
4209301001;42113;+;++
4209401001;42153;=;-
4209501001;42290;=;++
4209601001;42120;++;=
4209701001;42313;=;++
4209801001;42148;=;++
4210001001;42112;+;++
4210301001;42320;-;++
4210501001;42341;-;++
4210601001;42181;=;=
4210701001;42181;=;=
4210801001;42225;++;--
4211001001;42113;+;++
4211101001;42211;+;--
4211301001;42240;++;--
4211501001;42230;++;--
4211601001;42328;-;++
4211701001;42156;=;-
4211801001;42225;++;--
4211901001;42269;-;--
4212001001;42341;-;++
4212101001;26127;++;+
4212301001;42223;++;--
4212401001;42193;=;=
4212501001;42148;=;++
4212701001;42141;--;++
4212801001;42189;=;=
4212901001;42149;=;++
4213001001;42218;+;--
4213101001;42223;++;--
4213201001;42132;++;=
4213401001;42110;+;++
4213401002;42110;+;++
4213501001;42172;=;=
4213901001;42112;+;++
4214001001;42138;--;++
4214101001;42169;=;-
4214201001;42112;+;++
4214401001;42291;=;++
4214501001;42313;=;++
4214801001;42126;++;=
4214901001;42191;=;=
4215101001;42165;=;-
4215201001;42315;=;++
4215301001;42368;-;++
4215401001;42189;=;=
4215501001;42315;=;++
4215601001;42126;++;=
4215701001;42368;-;++
4215801001;42193;=;=
4215901001;42165;=;-
4216001001;42153;=;-
4216101001;42156;=;-
4216201001;42330;-;++
4216201002;42330;-;++
4216201003;42330;-;++
4216301001;42113;+;++
4216401001;42140;--;++
4216501001;42174;=;=
4216601001;42173;=;=
4216701001;42260;-;--
4216801001;42141;--;++
4217101001;42127;++;=
4217201001;42223;++;--
4217301001;42002;+;++
4217301002;42002;+;++
4217301003;42002;+;++
4217301004;42002;+;++
4217301005;42002;+;++
4217301006;42002;+;++
4217301007;42002;+;++
4217301008;42002;+;++
4217302001;42001;=;++
4217302002;42001;=;++
4217302003;42001;=;++
4217302004;42001;=;++
4217302005;42001;=;++
4217302006;42001;=;++
4217302007;42001;=;++
4217302008;42001;=;++
4217302009;42001;=;++
4217302010;42001;=;++
4217302011;42001;=;++
4217302012;42001;=;++
4217302013;42001;=;++
4217302014;42001;=;++
4217303001;42130;++;=
4217303002;42130;++;=
4217303003;42130;++;=
4217401001;42165;=;-
4217501001;42189;=;=
4217601001;42112;+;++
4217701001;42365;-;++
4217801001;42148;=;++
4218101001;42294;=;++
4218201001;42216;+;--
4218301001;42218;+;--
4218401001;42220;+;--
4218501001;42193;=;=
4218701001;42138;--;++
4218801001;42113;+;++
4218901001;42317;-;++
4219001001;42148;=;++
4219101001;42165;=;-
4219201001;42112;+;++
4219301001;42113;+;++
4219401001;42318;-;++
4219501001;42193;=;=
4219601001;42181;=;=
4219701001;42294;=;++
4219801001;42181;=;=
4220001001;42210;+;--
4220101001;42189;=;=
4220201001;42225;++;--
4220401001;42218;+;--
4220501001;42192;=;=
4220601001;42311;=;++
4220701001;42165;=;-
4220801001;42112;+;++
4220901001;42173;=;=
4221101001;42162;=;-
4221201001;42214;+;--
4221301001;42132;++;=
4221501001;42156;=;-
4221601001;42173;=;=
4221701001;42107;+;++
4221801001;42172;=;=
4221901001;42230;++;--
4300101001;43815;=;-
4300201001;43716;++;-
4300301001;43479;++;-
4300401001;43530;=;--
4300401002;43530;=;--
4300401003;43530;=;--
4300401004;43530;=;--
4300402001;43530;=;--
4300402002;43530;=;--
4300501001;43460;=;++
4300502001;43460;=;++
4300601001;43591;++;=
4300701001;43381;++;--
4300801001;43528;=;-
4300901001;43365;+;=
4301001001;43813;-;--
4301101001;43393;+;=
4301201001;43893;=;=
4301201002;43893;=;=
4301201003;43893;=;=
4301301001;43860;+;+
4301301002;43860;+;+
4301301003;43860;+;+
4301401001;43870;+;+
4301401002;43870;+;+
4301402001;43870;+;+
4301402002;43870;+;+
4301403001;43870;+;+
4301403002;43870;+;+
4301404001;43870;+;+
4301404002;43870;+;+
4301404003;43870;+;+
4301404004;43870;+;+
4301404005;43870;+;+
4301404006;43870;+;+
4301501001;43365;+;=
4301601001;43720;=;+
4301601002;43720;=;+
4301701001;43773;++;=
4301801001;43597;++;++
4301901001;43791;++;+
4302001001;43711;-;=
4302001002;43711;-;=
4302101001;43422;++;--
4302201001;43786;++;+
4302201002;43786;++;+
4302301001;43738;-;++
4302401001;43719;--;=
4302501001;43512;-;++
4302601001;43747;--;+
4302701001;43372;++;-
4302801001;43717;=;=
4302801002;43717;=;=
4302901001;43411;++;++
4303001001;43884;+;--
4303101001;43350;=;--
4303201001;43785;++;++
4303301001;43772;=;=
4303401001;43812;++;=
4303501001;43373;++;-
4303601001;43811;--;+
4303701001;43820;=;=
4303701002;43820;=;=
4303701003;43820;=;=
4303702001;43820;=;=
4303702002;43820;=;=
4303702003;43820;=;=
4303703001;43882;=;-
4303703002;43882;=;-
4303703003;43882;=;-
4303703004;43882;=;-
4303704001;43820;=;=
4303801001;43850;=;=
4303801002;43850;=;=
4303801003;43850;=;=
4303801004;43850;=;=
4303801005;43850;=;=
4303801006;43850;=;=
4303802001;43850;=;=
4303802002;43850;=;=
4303802003;43850;=;=
4303802004;43850;=;=
4303802005;43850;=;=
4303802006;43850;=;=
4303802007;43850;=;=
4303802008;43850;=;=
4303802009;43850;=;=
4303802010;43850;=;=
4303901001;43364;+;-
4304001001;43776;++;++
4304101001;43787;++;+
4304201001;43392;--;+
4304201002;43392;--;+
4304301001;43764;=;+
4304301002;43764;=;+
4304401001;43560;=;=
4304402001;43560;=;=
4304402002;43560;=;=
4304501001;43310;++;--
4304601001;43427;++;--
4304701001;43120;+;=
4304701002;43120;+;=
4304702001;43120;+;=
4304801001;43784;++;++
4304901001;43360;++;=
4305001001;43883;+;=
4305001002;43883;+;=
4305101001;43881;+;=
4305101002;43881;+;=
4305101003;43881;+;=
4305101004;43881;+;=
4305101005;43881;+;=
4305201001;43592;+;-
4305301001;43773;++;=
4305401001;43440;++;++
4305402001;43440;++;++
4305501001;43730;=;=
4305502001;43730;=;=
4305601001;43781;++;++
4305701001;43364;+;-
4305801001;43736;++;=
4305901001;43811;--;+
4306001001;43750;-;+
4306001002;43750;-;+
4306002001;43750;-;+
4306101001;43425;--;+
4306201001;43558;++;++
4306301001;43515;++;-
4306401001;43780;++;++
4306402001;43780;++;++
4306501001;43749;++;++
4306601001;43153;=;--
4306701001;43748;++;--
4306801001;43516;--;=
4306901001;43737;++;=
4307001001;43777;++;++
4307101001;43596;++;-
4307201001;43737;++;=
4307301001;43427;++;--
4307401001;43712;-;=
4307501001;43371;++;-
4307601001;43775;++;++
4307701001;43514;++;--
4307801001;43878;=;++
4307901001;43718;++;-
4308001001;43143;--;-
4308101001;43382;++;+
4308201001;43736;++;=
4308301001;43143;--;-
4308401001;43747;--;+
4308501001;43736;++;=
4308601001;43400;++;--
4308602001;43400;++;--
4308602002;43400;++;--
4308602003;43400;++;--
4308801001;43340;=;++
4308901001;43812;++;=
4309001001;43718;++;-
4309101001;43364;+;-
4309201001;43300;--;=
4309201002;43300;--;=
4309201003;43300;--;=
4309201004;43300;--;=
4309201005;43300;--;=
4309201006;43300;--;=
4309201007;43300;--;=
4309201008;43300;--;=
4309301001;43740;-;++
4309301002;43740;-;++
4309302001;43740;-;++
4309401001;43770;=;-
4309402001;43770;=;-
4309501001;43760;=;=
4309501002;43760;=;=
4309601001;43361;++;=
4309701001;43763;++;=
4309801001;43887;=;-
4309901001;43370;+;=
4310001001;43151;-;++
4310001002;43151;-;++
4310001003;43151;-;++
4310101001;43413;++;--
4310201001;43593;++;++
4310301001;43155;=;--
4310401001;43519;--;--
4310401002;43519;--;--
4310501001;43428;++;--
4310601001;43594;++;++
4310701001;43423;++;++
4310801001;43810;++;=
4310901001;43140;=;--
4310901002;43140;=;--
4311001001;43783;++;++
4311101001;43761;+;=
4311101002;43761;+;=
4311201001;43376;++;-
4311301001;43817;-;++
4311401001;43739;-;++
4311501001;43774;++;++
4311601001;43364;+;-
4311701001;43595;++;-
4311801001;43320;++;++
4311901001;43812;++;=
4312001001;43816;++;++
4312101001;43513;++;--
4312201001;43886;++;++
4312301001;43201;++;++
4312301002;43201;++;++
4312301003;43201;++;++
4312302001;43201;++;++
4312302002;43201;++;++
4312302003;43201;++;++
4312302004;43201;++;++
4312302006;43201;++;++
4312302007;43201;++;++
4312302008;43201;++;++
4312302009;43201;++;++
4312302010;43201;++;++
4312302011;43201;++;++
4312302012;43201;++;++
4312302013;43201;++;++
4312302014;43201;++;++
4312302015;43201;++;++
4312303001;43201;++;++
4312303003;43201;++;++
4312303004;43201;++;++
4312303005;43201;++;++
4312303007;43201;++;++
4312303008;43201;++;++
4312303009;43201;++;++
4312303010;43201;++;++
4312303011;43201;++;++
4312303012;43201;++;++
4312303013;43201;++;++
4312304002;43204;=;-
4312304003;43204;=;-
4312304004;43204;=;-
4312304005;43204;=;-
4312304007;43204;=;-
4312304008;43204;=;-
4312305001;43204;=;-
4312305002;43204;=;-
4312305003;43204;=;-
4312305004;43204;=;-
4312305005;43204;=;-
4312305007;43204;=;-
4312306001;43201;++;++
4312306002;43201;++;++
4312306003;43201;++;++
4312306004;43201;++;++
4312306005;43201;++;++
