SeccionCensal;longitud;latitud
1507203001;-8.807484;42.697917
1507203002;-8.775991;42.70594
1507301001;-8.987782;42.567589
1507301002;-8.998826;42.555304
1507301003;-8.992828;42.557608
1507301004;-8.995005;42.55172
1507301005;-8.992573;42.551187
1507301006;-8.988456;42.551079
1507301007;-8.990716;42.543413
1507301008;-8.992671;42.572413
1507301009;-9.000005;42.561446
1507301010;-8.99888;42.551792
1507302001;-9.003011;42.530374
1507302002;-9.021302;42.538349
1507302003;-9.003454;42.54395
1507303001;-9.012263;42.481858
1507303002;-9.012006;42.523971
1507303003;-9.009538;42.577086
1507303004;-8.992393;42.612758
1507304001;-8.964067;42.579061
1507304002;-8.959709;42.578738
1507304004;-8.974156;42.581711
1507305001;-9.030233;42.582775
1507305002;-9.072038;42.583541
1507401001;-8.697586;42.765578
1507401002;-8.669841;42.791528
1507401003;-8.738987;42.813895
1507401004;-8.746119;42.770087
1507501001;-8.25664;43.352276
1507501002;-8.257307;43.34935
1507501003;-8.261853;43.350457
1507501004;-8.253135;43.346728
1507501005;-8.252725;43.357717
1507501006;-8.249293;43.347109
1507502001;-8.292691;43.356001
1507502002;-8.286409;43.331568
1507503001;-8.28187;43.374243
1507601001;-8.061259;43.545321
1507601003;-8.070024;43.576145
1507601004;-8.068902;43.493419
1507701001;-8.793145;43.023119
1507701002;-8.822896;43.027138
1507701003;-8.781902;43.083324
1507701004;-8.781475;43.038483
1507702001;-8.728927;43.048962
1507703001;-8.867893;42.979406
1507703002;-8.873418;43.032514
1507704001;-8.846004;43.083614
1507801001;-8.542618;42.880557
1507801002;-8.550832;42.882209
1507801003;-8.548883;42.889868
1507801004;-8.553137;42.878949
1507801005;-8.581728;42.897106
1507801006;-8.590605;42.865642
1507801007;-8.609353;42.887305
1507802001;-8.543803;42.882147
1507802002;-8.54462;42.885742
1507802003;-8.53996;42.887403
1507802004;-8.533403;42.890858
1507802005;-8.536002;42.890681
1507802006;-8.558075;42.911114
1507802007;-8.521405;42.901233
1507802008;-8.54542;42.892343
1507802009;-8.541841;42.891844
1507802010;-8.540897;42.889359
1507802011;-8.536749;42.89263
1507802012;-8.525618;42.921809
1507802013;-8.531929;42.897659
1507803001;-8.538991;42.88288
1507803002;-8.536199;42.884859
1507803003;-8.539586;42.884673
1507803004;-8.534068;42.886568
1507803005;-8.515468;42.887373
1507803006;-8.51348;42.893317
1507803007;-8.482319;42.888329
1507803008;-8.496089;42.864557
1507803009;-8.527581;42.889937
1507804001;-8.540278;42.877235
1507804002;-8.537907;42.880217
1507804003;-8.542472;42.876004
1507804004;-8.53693;42.870251
1507804005;-8.536105;42.877023
1507804006;-8.5342;42.880958
1507804007;-8.546225;42.868313
1507804008;-8.542274;42.866191
1507804009;-8.525779;42.867494
1507804010;-8.496422;42.83868
1507804011;-8.522733;42.848649
1507804012;-8.542129;42.862258
1507804013;-8.517756;42.881096
1507804014;-8.530564;42.886021
1507804015;-8.524663;42.885928
1507804016;-8.531631;42.882938
1507804017;-8.527832;42.882187
1507804018;-8.526279;42.884147
1507804019;-8.531536;42.88011
1507805001;-8.5463;42.879116
1507805002;-8.550633;42.874065
1507805003;-8.545335;42.876243
1507805004;-8.544768;42.874692
1507805005;-8.546219;42.872204
1507805006;-8.541722;42.873707
1507805007;-8.547481;42.875499
1507805008;-8.547693;42.873819
1507805010;-8.548914;42.87175
1507805011;-8.557168;42.875301
1507805012;-8.554906;42.87024
1507805013;-8.558715;42.871511
1507805014;-8.560995;42.867779
1507805015;-8.552382;42.867309
1507805016;-8.560743;42.854108
1507805017;-8.573943;42.858865
1507805018;-8.549972;42.872932
1507805019;-8.549147;42.870733
1507805020;-8.542627;42.854304
1507805021;-8.571969;42.871888
1507805022;-8.547402;42.870786
1507805023;-8.537485324;42.88292468
1507806001;-8.464495;42.922174
1507806002;-8.43839;42.954828
1507806003;-8.496878;42.958402
1507806004;-8.58141;42.950693
1507806005;-8.439333;42.898827
1507901001;-8.112766;42.87137
1507902001;-8.034411;42.865592
1508001001;-8.036811;43.024095
1508002001;-7.978053;43.072681
1508101001;-7.920668;43.524899
1508201001;-8.545364;42.817286
1508201002;-8.558285;42.816134
1508201003;-8.575613;42.829105
1508201004;-8.592557;42.819064
1508201005;-8.61304;42.815165
1508201006;-8.537326;42.842819
1508201007;-8.551784;42.841244
1508201008;-8.534284;42.825773
1508202001;-8.596537;42.790036
1508202002;-8.563278;42.771951
1508203001;-8.518847;42.770727
1508203002;-8.533957;42.792801
1508301001;-7.954885;42.969687
1508401001;-8.566979;43.102417
1508401002;-8.629688;43.098877
1508402001;-8.514794;43.094011
1508402002;-8.506216;43.049189
1508501001;-8.293371;42.847841
1508501002;-8.339042;42.862204
1508502001;-8.256124;42.868853
1508503001;-8.375013;42.84684
1508601001;-8.517756;43.024919
1508601002;-8.502793;42.988558
1508601004;-8.570929;42.990302
1508601005;-8.587365;43.040317
1508701001;-8.132662;43.597468
1508701002;-8.16214;43.592929
1508701003;-8.195189;43.589771
1508701004;-8.171819;43.566969
1508702001;-8.081334;43.618389
1508801001;-8.639465;43.025832
1508801002;-8.659167;43.058983
1508801003;-8.638928;42.980224
1508901001;-8.50118;42.807854
1508901002;-8.483907;42.770027
1508902001;-8.425068;42.779997
1508902002;-8.449458;42.762947
1509001001;-8.128637;43.077795
1509001002;-8.070491;43.066578
1509101001;-8.122406;43.376337
1509201001;-9.036046;43.110121
1509201002;-9.056103;43.069517
1509201003;-9.010997;43.039307
1509202001;-8.985455;43.116169
1509203001;-9.106358;43.109418
1509203003;-9.065488;43.144084
1509301001;-8.92796;43.088118
1509301003;-8.93876;43.032927
1509302001;-8.872731;43.130108
1509302002;-8.923789;43.14248
1509303001;-8.967436;43.161525
1590101001;-7.878823;43.756869
1590101002;-7.895398;43.748051
1590101003;-7.907024;43.717413
1590201001;;
1590201002;;
1590202001;;
1590203001;;
1590203002;;
1600101001;-2.384026;40.037399
1600201001;-2.980745;39.908155
1600301001;-2.06915;39.534771
1600401001;-2.234629;39.805007
1600501001;-2.284371;40.364301
1600601001;-2.399473;40.472297
1600701001;-2.477049;39.487493
1600701002;-2.519292;39.507546
1600801001;-1.513004;40.031694
1600901001;-2.320392;40.535414
1601001001;-2.808374;40.054529
1601101001;-2.601586;40.42369
1601201001;-2.580426;39.717164
1601301001;-1.443838;40.026529
1601401001;-1.322776;39.729138
1601501001;-2.388929;39.690772
1601601001;-2.874545;39.874193
1601701001;-1.889303;39.702933
1601801001;-2.781614;39.827259
1601901001;-2.396909;39.924872
1602001001;-2.379947;40.513399
1602201001;-2.08967;40.343556
1602301001;-2.218249;40.119335
1602401001;-1.832241;39.831187
1602501001;-2.350083;40.30786
1602601001;-2.245671;39.514647
1602701001;-2.962358;40.116923
1602901001;-2.037704;39.682857
1603001001;-2.22451;40.209891
1603101001;-1.833511;40.19312
1603201001;-3.038228;40.05163
1603301001;-2.694808;39.579253
1603302002;-2.722109;39.532458
1603401001;-2.32934;39.814772
1603501001;-2.052529;40.559279
1603601001;-1.622895;39.974161
1603801001;-2.46531;40.339173
1603901001;-2.157092;39.652174
1604001001;-1.984376;40.125082
1604101001;-2.762666;40.373133
1604201001;-1.795234;39.630438
1604202001;-1.796978;39.580392
1604301001;-1.540056;39.967366
1604401001;-1.686548;40.09226
1604501001;-2.468815;40.386824
1604601001;-1.902219;39.977918
1604701001;-2.229304;39.556089
1604801001;-2.240654;40.441094
1604901001;-2.3271;39.541662
1605001001;-2.394121;40.357132
1605101001;-2.647138;40.412936
1605201001;-1.666074;40.036156
1605301001;-2.19031;40.512279
1605501001;-1.795826;39.894356
1605601001;-1.702628;39.799148
1605701001;-2.193873;40.584049
1605801001;-2.551921;39.591329
1606001001;-2.112271;39.304858
1606101001;-2.328876;39.347721
1606201001;-1.407447;40.009982
1606301001;-2.159953;39.344402
1606401001;-2.261343;39.294282
1606501001;-2.380456;39.295962
1606601001;-2.01773;39.3823
1606601002;-2.063506;39.373162
1606602001;-2.063858;39.400454
1606701001;-2.53992;40.396855
1606801001;-1.751226;39.530486
1607001001;-2.105179;40.37966
1607101001;-2.387745;40.294544
1607201001;-2.356676;39.671468
1607301001;-2.435913;39.787742
1607401001;-1.869031;40.06177
1607801001;-1.934318;40.296806
1607802001;-2.133338;40.075784
1607802003;-2.135734;40.076084
1607803001;-2.179732;40.134549
1607803002;-2.140467;40.074228
1607803003;-2.137342;40.075526
1607803004;-2.134874;40.073409
1607803005;-2.144971;40.075051
1607803006;-2.145214;40.070546
1607803007;-2.146588;40.068394
1607803008;-2.268049;40.04651
1607804001;-2.102221;40.077594
1607804003;-2.13126;40.071088
1607804004;-2.134314;40.071045
1607804005;-2.130095;40.067761
1607804006;-2.135033;40.069279
1607804007;-2.133822;40.066878
1607804008;-2.136356;40.067794
1607804009;-2.137664;40.069442
1607804010;-2.136863;40.059679
1607804011;-2.143212;40.063404
1607804012;-2.140884;40.070161
1607804013;-2.137151;40.07194
1607804014;-2.136586;40.062577
1607804015;-2.13808;40.06397
1607804016;-2.138457;40.06716
1607804017;-2.130939;40.062505
1607804018;-2.133872;40.061463
1607804019;-2.139616;40.060997
1607804020;-2.128809;40.061918
1607804021;-2.016893;39.8554
1607804022;-2.105321;39.973739
1607804023;-2.126914;40.062594
1607804024;-2.111384;40.067675
1607804025;-2.165297;40.058244
1607804026;-2.01921;40.025677
1607901001;-2.005547;40.575298
1608101001;-2.037985;39.76571
1608201001;-1.627989;39.667036
1608301001;-2.302326;39.928634
1608401001;-2.14241;40.405735
1608501001;-2.211378;40.395915
1608601001;-3.042905;39.927665
1608701001;-2.64158;39.682292
1608801001;-1.466855;39.92906
1608901001;-2.000671;39.930746
1609101001;-2.15416;40.460966
1609201001;-1.954784;39.642727
1609301001;-1.374216;39.806094
1609401001;-2.534384;40.297246
1609501001;-1.273382;39.896133
1609601001;-1.677704;39.516372
1609701001;-1.4808;39.832001
1609801001;-1.613112;39.400932
1609901001;-2.424983;39.726603
1610001001;-2.853826;39.597831
1610101001;-2.723279;39.847506
1610201001;-2.2685;39.606052
1610301001;-2.824298;39.708627
1610401001;-2.186719;39.691594
1610601001;-3.047615;39.865492
1610602001;-3.006359;39.814897
1610701001;-1.814764;40.27705
1610801001;-2.904742;40.045866
1610901001;-1.597598;40.03829
1611001001;-2.48017;39.977303
1611101001;-1.706466;40.150487
1611201001;-2.649346;40.081784
1611202001;-2.629894;40.195884
1611301001;-1.705237;39.42165
1611302001;-1.773758;39.49887
1611501001;-1.673166;40.19186
1611601001;-1.995746;40.513065
1611701001;-1.355721;39.896635
1611801001;-1.709915;39.37449
1611801002;-1.721416;39.338106
1611901001;-2.976969;40.163491
1612101001;-2.003227;40.303175
1612201001;-2.125204;40.173131
1612301001;-1.979812;40.541399
1612401001;-2.729208;39.351153
1612401002;-2.735786;39.394042
1612501001;-1.551431;39.500996
1612501002;-1.617491;39.525432
1612601001;-1.469999;39.671034
1612801001;-2.772841;39.560709
1612901001;-2.507975;39.740803
1613001001;-2.656309;39.864699
1613101001;-1.919793;39.809239
1613201001;-2.305181;39.872227
1613301001;-2.909;39.487724
1613301002;-2.853402;39.414976
1613302001;-2.878123;39.531301
1613302002;-2.846057;39.482425
1613401001;-1.89617;39.58524
1613401002;-1.87743;39.551304
1613402001;-1.938335;39.563419
1613501001;-1.353593;39.967178
1613701001;-1.494056;39.75673
1613901001;-2.330507;39.75268
1614001001;-2.470187;40.307811
1614101001;-2.065084;39.825467
1614201001;-2.109435;39.618765
1614301001;-2.42142;40.298182
1614501001;-2.760392;39.64254
1614601001;-1.793277;39.969223
1614701001;-1.716616;39.945355
1614801001;-2.624894;39.93902
1614901001;-2.023677;40.071679
1615001001;-1.766692;39.715598
1615101001;-2.854165;40.075963
1615201001;-2.21898;39.867674
1615301001;-2.751718;39.479549
1615401001;-2.704782;39.432483
1615401002;-2.676044;39.490138
1615401003;-2.65721;39.382422
1615402001;-2.598995;39.517501
1615402002;-2.611955;39.460263
1615501001;-1.884592;39.491608
1615601001;-2.550439;40.240892
1615701001;-1.569723;39.58301
1615801001;-2.103315;39.445681
1615901001;-2.41708;39.614717
1616001001;-2.536875;40.088206
1616101001;-2.085183;39.721059
1616201001;-2.608556;40.281511
1616301001;-2.07433;40.299297
1616501001;-2.047584;40.42696
1616601001;-2.193891;39.33165
1616701001;-2.940879;39.809212
1616901001;-2.264642;40.596441
1617001001;-2.317289;40.456625
1617101001;-2.582957;39.405178
1617102001;-2.561133;39.361102
1617201001;-2.806251;39.787354
1617301001;-2.76768;40.24058
1617401001;-1.677997;39.566341
1617501001;-1.926658;39.345365
1617501002;-1.929881;39.349375
1617502001;-1.940579;39.33765
1617502002;-1.923864;39.34257
1617601001;-2.597031;39.572745
1617701001;-1.898509;39.886483
1618101001;-2.79896;39.987583
1618501001;-2.850876;40.167045
1618601001;-2.803643;39.899269
1618701001;-1.554613;40.08377
1618801001;-2.522544;40.500964
1618901001;-1.488231;40.133332
1619001001;-2.513553;39.418949
1619001002;-2.400483;39.469699
1619002001;-2.451646;39.348591
1619002002;-2.383044;39.407226
1619101001;-2.385443;39.846197
1619201001;-1.561181;39.874592
1619301001;-2.40475;40.43058
1619401001;-1.225126;39.949181
1619501001;-2.42385;39.55434
1619601001;-2.809934;39.483201
1619701001;-2.050293;40.488915
1619801001;-2.19154;39.436642
1619802001;-2.15154;39.378463
1619901001;-1.967458;39.751386
1620201001;-1.272796;39.828828
1620301001;-2.975482;40.031572
1620301002;-3.012258;40.032019
1620302001;-3.001797;39.97441
1620302002;-3.056663;39.984571
1620302003;-3.023503;40.021587
1620302004;-3.016814;40.010794
1620302005;-3.006355714;40.00852186
1620303001;-2.957973;40.0047
1620401001;-2.154035;39.503048
1620501001;-1.610422;40.133
1620601001;-2.582921;40.333663
1620901001;-2.288136;40.303931
1621101001;-2.540532;40.014976
1621201001;-2.943763;39.880463
1621301001;-2.297223;39.663231
1621501001;-1.844437;40.362865
1621601001;-2.746184;39.702722
1621701001;-2.916187;39.981124
1621801001;-2.865679;39.956154
1621901001;-1.976483;40.21949
1622401001;-1.742989;40.22506
1622501001;-1.772148;40.03351
1622701001;-1.778451;40.12939
1622801001;-2.456295;40.495825
1623101001;-2.006622;39.550562
1623401001;-2.120149;40.626352
1623601001;-2.230558;39.713743
1623701001;-2.030859;39.62271
1623801001;-2.299058;39.426654
1623901001;-1.951955;40.440946
1624001001;-2.801554;40.122275
1624201001;-2.319338;40.398039
1624301001;-2.639272;39.626514
1624401001;-1.818525;39.338137
1624501001;-2.083013;40.237148
1624601001;-2.664209;40.347655
1624701001;-2.511203;39.681731
1624801001;-1.631717;39.470715
1624901001;-2.927873;39.752671
1624902001;-2.899535;39.686567
1625001001;-2.505058;40.219676
1625101001;-1.993865;39.448906
1625101002;-1.917129;39.409973
1625301001;-2.580785;39.802449
1625401001;-2.277871;40.224457
1625501001;-2.530826;39.633699
1625801001;-1.645974;39.87217
1625901001;-2.485798;40.443493
1626301001;-2.262339;39.993593
1626401001;-2.680673;39.759759
1626501001;-2.401405;40.084262
1626601001;-2.45019;39.885176
1626901001;-2.509301;39.832869
1627001001;-2.907192;39.946856
1627101001;-1.649603;39.442794
1627201001;-2.411291;40.23029
1627301001;-2.281289;39.774409
1627401001;-1.59179;39.751746
1627501001;-2.384647;40.582925
1627601001;-1.735689;39.75843
1627701001;-2.5451;39.896719
1627801001;-1.631545;40.226688
1627901001;-3.127375;40.028014
1628001001;-2.139545;40.266891
1690101001;-2.702751;40.025584
1690201001;-2.170287;39.924031
1690301001;-2.146976;39.795974
1690401001;-2.307175;40.12999
1690501001;-2.088821;39.954199
1690601001;-2.470097;40.108396
1690801001;-2.022382;39.478682
1690901001;-2.187235;40.285522
1691001001;-2.409284;40.139768
1700101001;2.841214;42.405721
1700201001;2.772493;41.928219
1700301001;2.663154;42.318121
1700401001;3.081346;42.107147
1700501001;2.993468;42.2456
1700601001;1.936123;42.346753
1700701001;2.602407;42.010789
1700801001;2.639109;41.957922
1700801002;2.63365;41.956182
1700801003;2.638384;41.94367
1700901001;2.513397;41.815198
1700901002;2.513556;41.818765
1700902001;2.491267;41.824502
1701001001;2.630657;42.209501
1701101001;3.085862;42.165612
1701201001;2.91462;42.252923
1701301001;3.206838;41.951886
1701301002;3.172537;41.931916
1701301003;3.207169;41.951957
1701401001;2.799308;42.405542
1701501001;2.765446;42.120722
1701501002;2.767307;42.116672
1701501003;2.770463;42.119445
1701501004;2.764744;42.13308
1701501005;2.780327;42.124893
1701502001;2.759894;42.111351
1701502002;2.764259;42.115947
1701502003;2.754165;42.117319
1701502004;2.765369;42.114194
1701502005;2.757893;42.124498
1701503001;2.771846;42.109512
1701503002;2.7883;42.117405
1701601001;2.916123;42.141499
1701801001;3.104278;42.086679
1701901001;2.699094;42.201618
1702001001;2.72812;41.96038
1702001002;2.714784;41.951545
1702001003;2.738548;41.965748
1702101001;2.715764;42.239414
1702201002;3.040802;41.962834
1702201003;3.032994;41.965072
1702201004;3.048701;41.977555
1702202001;3.043513;41.955465
1702202002;3.034351;41.956416
1702202003;3.041883;41.927764
1702301001;2.790393;41.672246
1702301002;2.794432;41.6754
1702301004;2.784618;41.667434
1702301006;2.776718;41.661235
1702301007;2.805882;41.682394
1702302001;2.788257;41.674143
1702302002;2.790271;41.677377
1702302003;2.793242;41.682599
1702302004;2.788959;41.680521
1702302005;2.771564;41.67347
1702302006;2.797675;41.683471
1702302007;2.783846;41.672223
1702302008;2.784196;41.675623
1702302009;2.780864;41.669957
1702302010;2.774153;41.668215
1702302011;2.778209;41.672319
1702302012;2.786163;41.676912
1702302013;2.785257381;41.6773661
1702303001;2.783028;41.681306
1702303002;2.778157;41.706669
1702303003;2.767476;41.678991
1702303004;2.792302;41.692183
1702401001;1.882634;42.416706
1702501001;2.911148;42.047413
1702601001;2.930942;42.2178
1702701001;2.5631;41.743086
1702701002;2.552862;41.759787
1702801001;2.672376;41.912227
1702901001;2.866856;42.329137
1703001001;2.968542;42.308035
1703101001;2.786474;42.247792
1703201001;3.273947;42.290771
1703301001;2.807127;41.836095
1703301002;2.78426;41.849105
1703301003;2.806807;41.840541
1703301004;2.82997;41.821218
1703401001;3.076506;41.86508
1703401002;3.102979;41.846148
1703401003;3.102566;41.85973
1703401004;3.063824;41.873997
1703401005;3.075571;41.847376
1703501001;2.761893;42.084823
1703601001;2.167661;42.221566
1703601002;2.169781;42.226044
1703601003;2.139758;42.237059
1703701001;2.134557;42.285184
1703801001;2.83232;41.89785
1703901001;2.436148;42.308217
1703901002;2.379128;42.335611
1704001001;2.724639;42.056348
1704101001;2.92853;42.418245
1704201001;2.908271;42.371463
1704301001;2.171199;42.378828
1704401001;2.877526;41.900362
1704401002;2.91503;41.879629
1704402001;2.870556;41.888847
1704402002;2.878102;41.867533
1704402003;2.856249;41.872972
1704601001;2.543781;42.218736
1704701001;3.095467;42.247122
1704701002;3.075427;42.259389
1704701003;3.121529;42.2472
1704701004;3.106341;42.256413
1704801001;3.039308;41.828396
1704801002;3.051523;41.808237
1704801003;3.060081;41.820562
1704801004;3.066123;41.828336
1704801005;3.050055;41.798632
1704901001;2.877367;42.00966
1704901002;2.880159;42.036013
1704901003;2.878763;42.0228365
1705001001;2.908763;42.06678
1705101001;2.830956;42.280381
1705201001;3.007464;42.212031
1705401001;3.123901;42.402627
1705501001;2.988793;42.083874
1705601001;2.824248;42.090477
1705701001;3.017721;41.994858
1705801001;2.800058;42.192964
1706001001;2.829269;42.363708
1706101001;1.867423;42.362333
1706201001;3.134706;42.125091
1706201002;3.134696;42.114321
1706201003;3.10973;42.128395
1706201004;3.129103;42.111488
1706201005;3.152942;42.110509
1706301001;2.423462;41.873702
1706401001;3.005939;42.429253
1706501001;2.801526;42.17136
1706601001;2.959214;42.269597
1706601002;2.942783;42.27761
1706601003;2.953921;42.263599
1706601004;2.953715;42.268731
1706601005;2.946122;42.266025
1706601006;2.950562;42.266011
1706601007;2.960056;42.273351
1706601008;2.955181;42.27449
1706602001;2.962316;42.267729
1706602002;2.962298;42.270536
1706602003;2.958272;42.282139
1706602004;2.970911;42.273475
1706602005;2.964826;42.26913
1706603001;2.965871;42.267398
1706603002;2.991735;42.26841
1706603003;2.968092;42.261209
1706603004;2.981849;42.268262
1706603005;2.966931;42.264871
1706604001;2.961012;42.265254
1706604002;2.961934;42.263338
1706604003;2.962534;42.261387
1706604004;2.964836;42.259338
1706604005;2.963309;42.254684
1706604007;2.960183;42.253307
1706604008;2.96869;42.25659
1706604009;2.96228612;42.26665884
1706701001;2.962162;42.045269
1706801001;3.000791;42.050468
1706901001;1.920087;42.385595
1707001001;3.108766;42.014663
1707101001;2.805196;42.135848
1707301001;2.812036;41.927862
1707401001;3.036145;42.242843
1707501001;2.953712;42.182342
1707601001;3.024419;42.106026
1707701001;3.062863;42.343601
1707801001;1.829188;42.438208
1707901001;2.825332;41.982811
1707901002;2.833171;41.978511
1707901003;2.825;41.978152
1707901004;2.828324;41.974581
1707901005;2.839492;41.972511
1707901006;2.846495;41.971549
1707902001;2.822279;41.98089
1707902002;2.817292;41.979001
1707902003;2.819763;41.980176
1707902004;2.822226;41.978125
1707902005;2.818603;41.977865
1707902006;2.822354;41.975597
1707902007;2.817428;41.973343
1707902008;2.822269;41.972753
1707902009;2.826174;41.973304
1707902010;2.82133;41.969904
1707902011;2.81547;41.968867
1707902012;2.818663;41.975717
1707902013;2.819585;41.976771
1707902014;2.829801;41.971463
1707902015;2.822809;41.962161
1707902016;2.833207;41.966162
1707902017;2.81268;41.955504
1707902018;2.825923;41.970365
1707902019;2.819177;41.965974
1707902020;2.823789;41.950067
1707902021;2.816185;41.970678
1707902022;2.813882;41.965897
1707903001;2.821747;41.983453
1707903002;2.822657;41.986013
1707903003;2.818485;41.984073
1707903004;2.816088;41.986561
1707903005;2.814913;41.979932
1707903006;2.811226;41.974606
1707903007;2.813668;41.973778
1707903008;2.806776;41.980864
1707903009;2.808628;41.974645
1707903010;2.805431;41.962555
1707903011;2.804795;41.975949
1707903012;2.810428;41.971134
1707903013;2.805824;41.971269
1707903014;2.801442;41.978884
1707903015;2.81302;41.978637
1707903016;2.811571;41.977582
1707903017;2.806218;41.973699
1707903018;2.8032;41.973431
1707903019;2.819844119;41.97871397
1707903020;2.819844119;41.97871397
1707904001;2.825428;41.986296
1707904002;2.829017;41.98612
1707905001;2.830777;41.993977
1707905002;2.82426;41.99553
1707905003;2.830356;42.005076
1707905004;2.860856;41.986241
1707905005;2.838645;42.018059
1707905006;2.835934;41.997753
1707906001;2.814252;41.992967
1707906002;2.798974;41.993392
1707906003;2.807371;41.998158
1707906004;2.799899;41.988432
1707906005;2.820214;41.996359
1708001001;2.070393;42.250974
1708101001;3.117384;42.025359
1708201001;1.866943;42.451568
1708301001;2.637862;41.745231
1708301002;2.629983;41.739165
1708301003;2.622012;41.74001
1708401001;1.823714;42.391588
1708501001;3.013358;42.073224
1708601001;2.906563;42.447733
1708601002;2.892179;42.407846
1708701001;2.908287;42.013469
1708801001;2.810663;42.254277
1708901001;2.896595;41.828463
1708901002;2.892171;41.825549
1708901003;2.908451;41.815125
1708901004;2.898516;41.823204
1709001001;2.869396;41.922519
1709101001;2.347351;42.341758
1709201001;3.160293;42.370935
1709201002;3.1541;42.364592
1709201003;3.122566;42.365975
1709301001;2.912496;42.294434
1709401001;1.981571;42.466092
1709501001;2.83962;41.697191
1709501002;2.845068;41.699883
1709501003;2.822469;41.69316
1709502001;2.847922;41.700974
1709502002;2.850295;41.701947
1709502003;2.874614;41.705082
1709503001;2.853543;41.714554
1709503002;2.870553;41.717308
1709503003;2.84335;41.706749
1709503004;2.843792;41.736197
1709504001;2.806564;41.718208
1709504002;2.841483;41.704244
1709504003;2.837723;41.705129
1709504004;2.836994;41.709064
1709601001;2.100771;42.166722
1709701001;2.953093;41.986112
1709801001;2.74972;42.211205
1709901001;1.766159;42.4579
1710001001;2.963266;42.343288
1710101001;2.649312;41.775206
1710201001;2.732997;42.384249
1710301001;2.733302;41.776221
1710301002;2.707473;41.772739
1710301003;2.733635;41.78015
1710301004;2.745973;41.751998
1710501001;2.631999;42.12204
1710601001;3.009998;42.349517
1710701001;2.400807;42.369597
1710901001;2.554042;42.273798
1711001001;3.149275;41.893919
1711101001;2.862091;42.217637
1711201001;2.252934;42.264638
1711401001;2.490722;42.182413
1711401002;2.485747;42.182419
1711401003;2.480884;42.177385
1711401004;2.485915;42.176903
1711401005;2.48945;42.179827
1711401006;2.489212;42.185021
1711401007;2.48272;42.18567
1711402001;2.478997;42.16542
1711402002;2.482092;42.171897
1711402003;2.476897;42.172264
1711402004;2.471735;42.171851
1711402005;2.46719;42.169695
1711403001;2.494435;42.163239
1711403002;2.498166;42.175873
1711403003;2.522062;42.171401
1711404001;2.5041;42.19317
1711404002;2.494911;42.194673
1711405001;2.467871;42.193334
1711405002;2.4748;42.187566
1711405003;2.475996;42.17907
1711405004;2.460694;42.178654
1711501001;2.894932;42.215882
1711601001;2.562753;41.941583
1711701001;3.163902;41.920826
1711701002;3.169341;41.92174
1711701003;3.168347;41.915797
1711701004;3.173668;41.915843
1711701005;3.193898;41.914069
1711702001;3.166268;41.912639
1711702002;3.1592;41.91298
1711702003;3.177432;41.895275
1711703001;3.154233;41.91506
1711703002;3.13943;41.928387
1711703003;3.154383;41.920821
1711801001;3.129915;41.843995
1711801002;3.131396;41.848244
1711801003;3.132484;41.851422
1711801004;3.136697;41.850608
1711802001;3.126289;41.84858
1711802002;3.120866;41.849851
1711803001;3.128006;41.85777
1711803002;3.116522;41.871851
1711803003;3.123005;41.852366
1711804001;3.132545;41.855184
1711804002;3.150001;41.865194
1711901001;2.975701;42.179297
1712001001;3.142385;42.300525
1712101001;3.120278;41.984078
1712301001;2.804089;42.056189
1712401001;3.169152;41.982706
1712501001;2.23078;42.306531
1712601001;3.04228;42.019735
1712801001;3.114172;42.309129
1712901001;3.070253;42.306925
1713001001;2.971601;42.017352
1713201001;3.030115;42.301825
1713301001;2.549529;42.064684
1713401001;2.105656;42.318571
1713501001;2.926385;42.320067
1713601001;2.911626;42.184534
1713701001;2.726135;42.123274
1713701002;2.786215;42.107155
1713701003;2.76775;42.104613
1713801001;3.138603;42.426943
1713901001;2.474371;42.147209
1714001001;3.216732;42.324862
1714101001;1.927539;42.431507
1714101002;1.927936;42.435655
1714101003;1.938889;42.41601
1714101004;1.929835;42.430864
1714101005;1.933995;42.429736
1714201001;2.843093;41.934899
1714201002;2.887846;41.953279
1714301001;3.046871;42.399812
1714401001;3.172208;41.949646
1714501001;2.148796;42.317306
1714501002;2.182074;42.292469
1714601001;2.519495;41.764294
1714601002;2.541847;41.727878
1714701001;2.193113;42.202883
1714702001;2.175641;42.207998
1714702002;2.189112;42.202666
1714703001;2.191904;42.194506
1714703002;2.194137;42.200797
1714703003;2.198769;42.195248
1714703004;2.193192;42.191335
1714704001;2.214927;42.185819
1714801001;2.672222;41.821803
1714901001;2.388137;42.19075
1715001001;2.79654;41.893287
1715101001;3.046583;42.223342
1715201001;3.171918;42.266662
1715201002;3.177114;42.265293
1715201003;3.149884;42.266474
1715201004;3.179213;42.269174
1715201005;3.188839;42.271191
1715201006;3.17793;42.284633
1715202001;3.17879;42.261138
1715202002;3.181259;42.262212
1715202003;3.22207;42.262237
1715202004;3.185576;42.264803
1715202005;3.182688;42.259484
1715301001;3.01003;42.016786
1715401001;2.635834;42.264848
1715501001;2.773247;41.976173
1715501002;2.787899;41.979922
1715501003;2.788016;41.97322
1715501004;2.790044;41.97108
1715501005;2.790351;41.974046
1715501006;2.791741;41.973513
1715501008;2.781511;41.968205
1715501009;2.790966;41.965015
1715502001;2.794774;41.974375
1715502002;2.798317;41.975249
1715502003;2.798639;41.980091
1715502004;2.796586;41.965677
1715502005;2.79486;41.980627
