SeccionCensal;longitud;latitud
2807907111;-3.696177;40.44343
2807907112;-3.696185;40.444335
2807907113;-3.696177;40.445539
2807907114;-3.697989;40.44531
2807907115;-3.699604;40.445389
2807907116;-3.701763;40.444808
2807907117;-3.702188;40.44606
2807907118;-3.705076;40.444782
2807907119;-3.70698;40.44633
2807907120;-3.708135;40.444011
2807907121;-3.705659;40.440342
2807907122;-3.707365;40.439385
2807907123;-3.709002;40.439673
2807907124;-3.710946;40.439337
2807907125;-3.710814;40.44144
2807907126;-3.713353;40.440653
2807907127;-3.714251;40.439976
2807907128;-3.716067;40.439656
2807907129;-3.716998;40.440483
2807907130;-3.716706;40.441894
2807907131;-3.713773;40.44204
2807907132;-3.717416;40.443867
2807907133;-3.713308;40.443732
2807907134;-3.711553;40.444533
2807907135;-3.715141;40.445451
2807908001;-3.778967;40.530544
2807908002;-3.819285;40.536703
2807908003;-3.776373;40.517901
2807908004;-3.714661;40.569371
2807908005;-3.741686;40.482944
2807908006;-3.741284;40.477124
2807908007;-3.739586;40.475135
2807908008;-3.733226;40.475138
2807908009;-3.726168;40.474879
2807908010;-3.725672;40.477156
2807908011;-3.724015;40.478642
2807908012;-3.727181;40.47996
2807908013;-3.733867;40.478986
2807908014;-3.72324;40.483785
2807908015;-3.723054;40.481526
2807908016;-3.721633;40.48161
2807908017;-3.721568;40.484186
2807908018;-3.720714;40.483233
2807908019;-3.718155;40.483738
2807908020;-3.717902;40.481689
2807908021;-3.719529;40.480955
2807908022;-3.721012;40.480383
2807908023;-3.722334;40.479826
2807908024;-3.719508;40.478023
2807908025;-3.716337;40.479724
2807908026;-3.719376;40.479755
2807908027;-3.717445;40.480622
2807908028;-3.715414;40.482103
2807908029;-3.714463;40.48068
2807908030;-3.712185;40.481316
2807908031;-3.710019;40.48181
2807908032;-3.712391;40.482854
2807908033;-3.710654;40.484242
2807908034;-3.708051;40.483217
2807908035;-3.70259;40.487549
2807908036;-3.700917;40.486794
2807908037;-3.705528;40.485032
2807908038;-3.705797;40.48394
2807908039;-3.704141;40.484434
2807908040;-3.701907;40.485227
2807908041;-3.69968;40.486249
2807908042;-3.698962;40.484937
2807908043;-3.701207;40.484023
2807908044;-3.703981;40.483043
2807908045;-3.708985;40.47978
2807908046;-3.71364;40.478583
2807908047;-3.71542;40.478464
2807908048;-3.714814;40.47777
2807908049;-3.718465;40.476357
2807908050;-3.717189;40.474717
2807908051;-3.719497;40.473757
2807908052;-3.716023;40.471861
2807908053;-3.713373;40.470998
2807908054;-3.710603;40.471797
2807908055;-3.706348;40.472205
2807908056;-3.703663;40.473696
2807908057;-3.703624;40.47567
2807908058;-3.704865;40.474684
2807908059;-3.707768;40.475127
2807908060;-3.706546;40.473434
2807908061;-3.709341;40.473236
2807908062;-3.711416;40.472592
2807908063;-3.71151;40.47369
2807908064;-3.713473;40.472963
2807908065;-3.714602;40.473848
2807908066;-3.713849;40.475158
2807908067;-3.712919;40.475569
2807908068;-3.712723;40.474281
2807908069;-3.712028;40.47596
2807908071;-3.714793;40.475373
2807908072;-3.71552;40.476445
2807908073;-3.714434;40.476673
2807908074;-3.713403;40.476896
2807908075;-3.712417;40.477098
2807908076;-3.71088;40.477664
2807908077;-3.708122;40.478226
2807908078;-3.705035;40.478657
2807908079;-3.705076;40.478048
2807908080;-3.706421;40.477776
2807908081;-3.707899;40.477474
2807908082;-3.709324;40.477177
2807908083;-3.71076;40.476928
2807908084;-3.71094;40.476029
2807908085;-3.709546;40.476175
2807908086;-3.708098;40.476478
2807908087;-3.706838;40.476751
2807908088;-3.705578;40.477017
2807908089;-3.704199;40.47728
2807908090;-3.701794;40.475657
2807908091;-3.702761;40.477599
2807908092;-3.703198;40.478793
2807908093;-3.701437;40.479464
2807908094;-3.70074;40.478825
2807908095;-3.698678;40.478554
2807908096;-3.700195;40.476768
2807908097;-3.698888;40.475398
2807908098;-3.692025;40.477055
2807908099;-3.698088;40.48095
2807908100;-3.697258;40.482871
2807908102;-3.695282;40.484492
2807908103;-3.689859;40.48231
2807908104;-3.686308;40.483671
2807908105;-3.685343;40.485359
2807908106;-3.687356;40.485712
2807908107;-3.688068;40.484628
2807908108;-3.689464;40.485404
2807908109;-3.688341;40.486613
2807908110;-3.69004;40.48733
2807908111;-3.691253;40.488357
2807908112;-3.682211;40.488627
2807908113;-3.68558;40.492032
2807908114;-3.688027;40.491828
2807908115;-3.690256;40.492487
2807908116;-3.69201;40.493191
2807908117;-3.693163;40.492771
2807908119;-3.695371;40.491548
2807908120;-3.695607;40.493261
2807908121;-3.696779;40.496976
2807908122;-3.693213;40.495168
2807908123;-3.689446;40.493673
2807908124;-3.690459;40.495868
2807908125;-3.688163;40.496912
2807908126;-3.686202;40.494216
2807908128;-3.668439;40.513364
2807908129;-3.700367;40.523397
2807908130;-3.699086;40.557826
2807908131;-3.707761;40.500953
2807908132;-3.703525;40.495188
2807908133;-3.700136;40.492542
2807908134;-3.704312;40.491809
2807908135;-3.711503;40.498068
2807908136;-3.715393;40.493736
2807908137;-3.711533;40.491111
2807908138;-3.711395;40.486913
2807908139;-3.728006;40.499154
2807908140;-3.724883;40.483547
2807908141;-3.726656;40.482829
2807908142;-3.727006;40.484139
2807908143;-3.733375;40.485178
2807908144;-3.704087;40.48623
2807908145;-3.732292;40.482501
2807908146;-3.696937;40.486151
2807908147;-3.715219;40.495864
2807908148;-3.722998;40.473146
2807908149;-3.721352;40.478849
2807908150;-3.694752;40.482602
2807908151;-3.724357;40.481893
2807908152;-3.707599;40.497111
2807908153;-3.689944;40.49887
2807908154;-3.71777;40.486978
2807908155;-3.719046;40.490829
2807908156;-3.725127;40.486843
2807908157;-3.718596;40.472206
2807908158;-3.710033;40.495852
2807908159;-3.688457;40.503261
2807908160;-3.67229;40.501921
2807908161;-3.674625;40.50573
2807908162;-3.692771;40.502542
2807908163;-3.720899;40.48693
2807908164;-3.706991;40.505863
2807908165;-3.694304;40.506187
2807908166;-3.679839;40.497716
2807908167;-3.66288;40.507937
2807908168;-3.678237;40.504702
2807908169;-3.698831;40.508649
2807908170;-3.669665;40.506105
2807908171;-3.667244;40.500002
2807908172;-3.675839;40.498728
2807908173;-3.702733;40.504372
2807908174;-3.677049;40.512342
2807908175;-3.704472;40.498236
2807908176;-3.690483;40.512159
2807908177;-3.685783885;40.42027378
2807908178;-3.685783885;40.42027378
2807908179;-3.685783885;40.42027378
2807908180;-3.685783885;40.42027378
2807909001;-3.725417;40.423254
2807909002;-3.756188;40.423074
2807909004;-3.72955;40.425841
2807909005;-3.732551;40.428096
2807909006;-3.733801;40.427591
2807909007;-3.736097;40.431485
2807909008;-3.734152;40.432148
2807909009;-3.728434;40.426515
2807909010;-3.724535;40.429333
2807909011;-3.717787;40.4219
2807909012;-3.716916;40.420746
2807909013;-3.715294;40.421485
2807909014;-3.713309;40.423612
2807909015;-3.715401;40.42519
2807909016;-3.714263;40.426428
2807909017;-3.715917;40.426951
2807909018;-3.718099;40.4265
2807909019;-3.716422;40.428392
2807909020;-3.719077;40.427717
2807909021;-3.72004;40.42868
2807909022;-3.717488;40.429645
2807909023;-3.718062;40.43087
2807909024;-3.72083;40.429626
2807909025;-3.721477;40.430253
2807909026;-3.719391;40.431123
2807909028;-3.71934;40.433492
2807909029;-3.721196;40.431603
2807909030;-3.723441;40.431579
2807909031;-3.722284;40.432889
2807909033;-3.733864;40.447513
2807909034;-3.715931;40.447325
2807909035;-3.713911;40.446362
2807909036;-3.710475;40.447199
2807909037;-3.712759;40.449709
2807909038;-3.71648;40.455074
2807909039;-3.713223;40.456151
2807909040;-3.714788;40.457166
2807909041;-3.726643;40.462901
2807909043;-3.746482;40.465012
2807909044;-3.72567;40.46666
2807909045;-3.727367;40.469725
2807909046;-3.725092;40.471505
2807909047;-3.724036;40.469352
2807909049;-3.721751;40.468755
2807909050;-3.719938;40.468957
2807909051;-3.718355;40.468033
2807909052;-3.717599;40.469671
2807909053;-3.715918;40.467198
2807909054;-3.718247;40.464745
2807909055;-3.720466;40.466416
2807909056;-3.72212;40.465551
2807909057;-3.719387;40.463733
2807909058;-3.71791;40.46308
2807909060;-3.716525;40.464655
2807909061;-3.715192;40.463836
2807909063;-3.71238;40.46595
2807909064;-3.712187;40.463724
2807909065;-3.710027;40.463369
2807909066;-3.709303;40.462329
2807909067;-3.711353;40.461305
2807909068;-3.710283;40.46046
2807909069;-3.711832;40.458811
2807909070;-3.715551;40.460837
2807909071;-3.776709;40.471002
2807909072;-3.820829;40.469711
2807909073;-3.792831;40.458383
2807909074;-3.784823;40.457938
2807909075;-3.785334;40.462024
2807909076;-3.780943;40.458747
2807909077;-3.781033;40.457524
2807909078;-3.766114;40.455637
2807909079;-3.772479;40.448273
2807909080;-3.783357;40.452189
2807909081;-3.731578;40.429314
2807909082;-3.721168;40.470265
2807909083;-3.780916;40.44677
2807909084;-3.72176;40.420532
2807909085;-3.788328;40.449722
2807909086;-3.780397;40.466268
2807909087;-3.775361;40.456713
2807909088;-3.787047;40.445806
2807909089;-3.685783885;40.42027378
2807909090;-3.685783885;40.42027378
2807909091;-3.685783885;40.42027378
2807910001;-3.741385;40.394817
2807910002;-3.7399;40.394717
2807910003;-3.738445;40.396031
2807910004;-3.737212;40.397729
2807910005;-3.74025;40.396938
2807910006;-3.734694;40.40184
2807910007;-3.742952;40.403239
2807910008;-3.742384;40.403925
2807910009;-3.74062;40.404182
2807910010;-3.739112;40.40351
2807910011;-3.723465;40.40662
2807910012;-3.72297;40.407924
2807910013;-3.723067;40.411085
2807910014;-3.725054;40.410357
2807910015;-3.726357;40.410993
2807910016;-3.725184;40.413029
2807910017;-3.723884;40.415326
2807910018;-3.726531;40.412817
2807910020;-3.727692;40.408336
2807910021;-3.728719;40.410121
2807910022;-3.727573;40.412689
2807910023;-3.72938;40.41269
2807910024;-3.729181;40.411601
2807910025;-3.730922;40.411127
2807910026;-3.73147;40.413223
2807910027;-3.73369;40.41133
2807910028;-3.732186;40.410811
2807910029;-3.731513;40.409521
2807910030;-3.730641;40.408
2807910031;-3.732644;40.405912
2807910032;-3.732298;40.408135
2807910033;-3.733533;40.406715
2807910034;-3.73412;40.408112
2807910035;-3.734629;40.409786
2807910036;-3.736104;40.411514
2807910037;-3.736792;40.409224
2807910038;-3.736111;40.407161
2807910039;-3.734858;40.406458
2807910040;-3.736188;40.404736
2807910041;-3.738181;40.406052
2807910042;-3.738047;40.407078
2807910043;-3.739075;40.408775
2807910044;-3.739719;40.409983
2807910046;-3.740418;40.407556
2807910047;-3.740899;40.406174
2807910048;-3.740029;40.405324
2807910049;-3.739954;40.404676
2807910050;-3.743793;40.404958
2807910051;-3.743956;40.40589
2807910052;-3.743444;40.406598
2807910053;-3.74285;40.407603
2807910054;-3.74752;40.405972
2807910055;-3.747192;40.404822
2807910056;-3.745437;40.403793
2807910057;-3.745858;40.402158
2807910058;-3.747263;40.40292
2807910059;-3.748455;40.402644
2807910060;-3.750298;40.398858
2807910061;-3.747595;40.397533
2807910062;-3.745741;40.397337
2807910063;-3.745514;40.396034
2807910065;-3.749678;40.396073
2807910067;-3.752094;40.403744
2807910068;-3.750686;40.404448
2807910069;-3.751149;40.405847
2807910070;-3.751682;40.406504
2807910072;-3.745739;40.40836
2807910073;-3.750874;40.40761
2807910074;-3.753382;40.406623
2807910075;-3.754171;40.405271
2807910076;-3.755883;40.40476
2807910077;-3.757652;40.404094
2807910078;-3.759323;40.403061
2807910081;-3.748215;40.394004
2807910082;-3.74297;40.393795
2807910083;-3.743417;40.392975
2807910084;-3.743817;40.391445
2807910086;-3.745405;40.391107
2807910087;-3.748432;40.388786
2807910088;-3.75168;40.385506
2807910089;-3.753372;40.384302
2807910090;-3.753893;40.385693
2807910091;-3.758416;40.384818
2807910092;-3.755266;40.385938
2807910093;-3.756427;40.386465
2807910094;-3.758167;40.385799
2807910095;-3.759036;40.38647
2807910096;-3.758117;40.387932
2807910098;-3.75685;40.387817
2807910099;-3.754226;40.387704
2807910100;-3.752836;40.389063
2807910101;-3.752325;40.390777
2807910102;-3.750598;40.390954
2807910103;-3.750749;40.392857
2807910104;-3.751325;40.393898
2807910106;-3.753935;40.393394
2807910107;-3.75284;40.39227
2807910108;-3.754497;40.39185
2807910109;-3.754624;40.389955
2807910110;-3.756298;40.389287
2807910111;-3.75794;40.389214
2807910112;-3.757937;40.390498
2807910113;-3.756874;40.390101
2807910114;-3.756193;40.391119
2807910115;-3.757449;40.391744
2807910116;-3.756417;40.392952
2807910117;-3.757523;40.394057
2807910118;-3.756336;40.394521
2807910119;-3.755821;40.396411
2807910120;-3.759212;40.39468
2807910121;-3.759739;40.389641
2807910122;-3.762069;40.388217
2807910123;-3.764273;40.388589
2807910124;-3.763839;40.390541
2807910125;-3.761718;40.389851
2807910126;-3.761976;40.39147
2807910127;-3.760598;40.391626
2807910128;-3.762781;40.392974
2807910129;-3.764445;40.392465
2807910130;-3.766115;40.392544
2807910131;-3.767929;40.39204
2807910132;-3.769447;40.394142
2807910133;-3.766794;40.395893
2807910134;-3.766015;40.394175
2807910135;-3.764102;40.394635
2807910136;-3.76101;40.394789
2807910137;-3.76021;40.395939
2807910138;-3.759414;40.397386
2807910139;-3.760758;40.39791
2807910140;-3.76211;40.395907
2807910142;-3.762709;40.397298
2807910143;-3.764713;40.397359
2807910144;-3.767584;40.397601
2807910145;-3.768457;40.398805
2807910146;-3.771215;40.398728
2807910147;-3.770132;40.396182
2807910148;-3.771965;40.395554
2807910149;-3.772479;40.397127
2807910150;-3.773414;40.397842
2807910151;-3.774751;40.39917
2807910152;-3.77766;40.396251
2807910153;-3.77426;40.394736
2807910154;-3.780562;40.393888
2807910156;-3.7911;40.379966
2807910157;-3.792054;40.381131
2807910158;-3.806344;40.384375
2807910159;-3.795381;40.377117
2807910161;-3.783944;40.38252
2807910162;-3.780593;40.382966
2807910163;-3.778861;40.383888
2807910164;-3.780453;40.384624
2807910165;-3.774625;40.38842
2807910167;-3.771055;40.384912
2807910168;-3.779945;40.38204
2807910169;-3.782899;40.380884
2807910170;-3.783526;40.378981
2807910171;-3.782151;40.377092
2807910172;-3.781019;40.378156
2807910173;-3.781852;40.379636
2807910174;-3.77943;40.379965
2807910175;-3.778525;40.380566
2807910176;-3.777115;40.380639
2807910178;-3.775505;40.378195
2807910179;-3.778793;40.377888
2807910180;-3.78038;40.376628
2807910181;-3.778768;40.376162
2807910182;-3.777141;40.376714
2807910183;-3.775817;40.375826
2807910184;-3.77396;40.375534
2807910185;-3.773331;40.377286
2807910187;-3.775186;40.380753
2807910188;-3.77289;40.381781
2807910189;-3.773057;40.379859
2807910190;-3.771719;40.3789
2807910191;-3.770112;40.377991
2807910192;-3.769235;40.375863
2807910193;-3.771115;40.376745
2807910194;-3.771745;40.375018
2807910196;-3.76667;40.374654
2807910197;-3.763618;40.374133
2807910198;-3.764452;40.376916
2807910199;-3.767754;40.378101
2807910201;-3.770148;40.380492
2807910202;-3.77078;40.382196
2807910203;-3.768541;40.382208
2807910204;-3.766378;40.383403
2807910205;-3.760871;40.380137
2807910206;-3.726937;40.414788
2807910207;-3.76083;40.39974
2807910209;-3.766582;40.38065
2807910210;-3.764079;40.379476
2807910211;-3.72412;40.410409
2807910212;-3.75395;40.402767
2807910213;-3.751668;40.401324
2807910214;-3.765758;40.387522
2807910215;-3.735678;40.402981
2807910216;-3.784716;40.368635
2807910217;-3.723699;40.404769
2807910218;-3.756987;40.400989
2807910219;-3.741959;40.402038
2807910220;-3.764062;40.369918
2807911001;-3.713214;40.397585
2807911002;-3.710038;40.3959
2807911003;-3.708542;40.395289
2807911004;-3.706561;40.394617
2807911005;-3.707854;40.392829
2807911006;-3.709467;40.392846
2807911007;-3.710544;40.39424
2807911010;-3.714696;40.396768
2807911011;-3.714438;40.395743
2807911012;-3.712904;40.395246
2807911013;-3.713869;40.393214
2807911015;-3.71151;40.392208
2807911016;-3.710507;40.391016
2807911017;-3.71438;40.391203
2807911018;-3.713914;40.390399
2807911019;-3.714619;40.389531
2807911021;-3.715818;40.387745
2807911022;-3.718153;40.388318
2807911023;-3.720681;40.388888
2807911024;-3.722331;40.389365
2807911025;-3.722667;40.387913
2807911026;-3.721284;40.385865
2807911028;-3.724565;40.386347
2807911029;-3.724578;40.38955
2807911030;-3.72533;40.388127
2807911031;-3.726592;40.386683
2807911032;-3.729279;40.387534
2807911033;-3.729372;40.388528
2807911034;-3.728467;40.389891
2807911035;-3.726904;40.389738
2807911036;-3.725431;40.391715
2807911037;-3.723742;40.391406
2807911038;-3.722318;40.391059
2807911039;-3.719003;40.390509
2807911040;-3.721678;40.392726
2807911041;-3.722633;40.393374
2807911042;-3.720531;40.393217
2807911043;-3.719099;40.395509
2807911044;-3.717676;40.393146
2807911045;-3.715858;40.394372
2807911046;-3.71728;40.396206
2807911047;-3.719581;40.396251
2807911048;-3.719372;40.397579
2807911049;-3.71717;40.398784
2807911050;-3.721054;40.399874
2807911051;-3.723001;40.401186
2807911054;-3.726224;40.39949
2807911055;-3.731412;40.398106
2807911056;-3.735626;40.396944
2807911057;-3.733774;40.396584
2807911058;-3.73133;40.396744
2807911059;-3.731911;40.395744
2807911060;-3.72941;40.394863
2807911061;-3.723365;40.394687
2807911062;-3.725552;40.394052
2807911063;-3.727958;40.393137
2807911065;-3.728885;40.391698
2807911066;-3.731481;40.392576
2807911067;-3.732214;40.390448
2807911068;-3.736129;40.391334
2807911069;-3.737064;40.392422
2807911070;-3.734566;40.392504
2807911071;-3.733164;40.394638
2807911072;-3.734696;40.394396
2807911073;-3.736945;40.3951
2807911074;-3.738986;40.393947
2807911075;-3.737867;40.39337
2807911078;-3.737203;40.390651
2807911079;-3.738414;40.389756
2807911080;-3.73932;40.39144
2807911081;-3.741169;40.391274
2807911082;-3.740331;40.389413
2807911083;-3.742034;40.389171
2807911084;-3.742795;40.390619
2807911085;-3.74354;40.388938
2807911086;-3.74299;40.387596
2807911087;-3.741123;40.387269
2807911088;-3.74283;40.385482
2807911089;-3.744638;40.386906
2807911091;-3.744975;40.385654
2807911092;-3.745491;40.384401
2807911093;-3.747204;40.385656
2807911094;-3.748822;40.383755
2807911095;-3.74983;40.381785
2807911096;-3.753945;40.381977
2807911097;-3.750419;40.378731
2807911098;-3.753544;40.378578
2807911099;-3.751193;40.376942
2807911100;-3.746556;40.381094
2807911101;-3.744738;40.382777
2807911102;-3.742838;40.383823
2807911103;-3.741133;40.385134
2807911104;-3.73937;40.385662
2807911105;-3.736942;40.385979
2807911106;-3.738733;40.386672
2807911107;-3.740102;40.388186
2807911108;-3.738179;40.38845
2807911109;-3.736488;40.388254
2807911110;-3.735972;40.386711
2807911111;-3.734933;40.387511
2807911112;-3.734236;40.388751
2807911113;-3.731712;40.386986
2807911114;-3.733272;40.386088
2807911115;-3.729408;40.385988
2807911116;-3.729785;40.38484
2807911117;-3.731556;40.384649
2807911118;-3.732847;40.384193
2807911119;-3.730351;40.383593
2807911120;-3.731597;40.38274
2807911121;-3.731902;40.381924
2807911122;-3.732351;40.380698
2807911123;-3.736735;40.381747
2807911124;-3.741591;40.381745
2807911125;-3.743363;40.379629
2807911126;-3.741212;40.37752
2807911128;-3.736575;40.376548
2807911129;-3.737551;40.375289
2807911130;-3.739944;40.375657
2807911131;-3.740732;40.373978
2807911132;-3.741751;40.37485
2807911133;-3.743451;40.376311
2807911134;-3.743882;40.37535
2807911135;-3.744224;40.374743
2807911136;-3.747228;40.376602
2807911137;-3.747157;40.374495
2807911138;-3.748605;40.372297
2807911139;-3.750967;40.371978
2807911140;-3.753125;40.371577
2807911141;-3.752076;40.374307
2807911142;-3.753105;40.375899
2807911143;-3.754377;40.374194
2807911145;-3.755713;40.372692
2807911146;-3.757907;40.373281
2807911147;-3.757608;40.375237
2807911148;-3.76136;40.370314
2807911149;-3.759214;40.371288
2807911150;-3.757254;40.370022
2807911151;-3.760905;40.367754
2807911152;-3.758001;40.367147
2807911153;-3.755044;40.369035
2807911154;-3.754478;40.368084
2807911155;-3.755535;40.364705
2807911156;-3.738909;40.371816
2807911157;-3.734521;40.374597
2807911158;-3.732943;40.375896
2807911159;-3.735199;40.377305
2807911160;-3.733919;40.37845
2807911161;-3.732937;40.377818
2807911162;-3.731749;40.376867
2807911163;-3.730106;40.378276
2807911165;-3.73119;40.379651
2807911167;-3.728289;40.379629
2807911168;-3.72702;40.380697
2807911169;-3.729368;40.381139
2807911170;-3.729056;40.382488
2807911171;-3.727384;40.382203
2807911173;-3.727791;40.383207
2807911174;-3.728063;40.384095
2807911175;-3.726622;40.384896
2807911176;-3.723976;40.384649
2807911177;-3.723634;40.38302
2807911178;-3.720718;40.384663
2807911179;-3.748206;40.379055
2807911180;-3.721808;40.39589
2807911181;-3.716077;40.396735
2807911182;-3.73087;40.374564
2807911183;-3.723355;40.378247
2807911184;-3.719355;40.386785
2807911185;-3.745785;40.37795
2807911186;-3.758657;40.364365
2807911187;-3.760848;40.359807
2807911188;-3.759661;40.361964
2807911189;-3.761258;40.364999
2807911190;-3.764885;40.362693
2807911191;-3.751169;40.363363
2807911192;-3.735113;40.366601
2807911193;-3.747506;40.368835
2807911194;-3.728386;40.374053
2807912001;-3.718068;40.371693
2807912002;-3.716356;40.371425
2807912003;-3.717191;40.369628
2807912005;-3.715551;40.368418
2807912006;-3.713953;40.369444
2807912007;-3.71398;40.370801
2807912008;-3.713924;40.372443
2807912009;-3.711513;40.371511
2807912010;-3.709773;40.371067
2807912011;-3.707828;40.370965
2807912012;-3.705284;40.370481
2807912013;-3.705538;40.368576
2807912014;-3.708051;40.368759
2807912015;-3.709355;40.367711
2807912016;-3.713933;40.36736
2807912018;-3.702943;40.367263
2807912019;-3.702193;40.370088
2807912020;-3.699953;40.368723
2807912021;-3.698225;40.370529
2807912022;-3.697311;40.369922
2807912023;-3.69776;40.367876
2807912024;-3.695774;40.366955
2807912027;-3.690697;40.377543
2807912028;-3.689997;40.375848
2807912029;-3.691302;40.375313
2807912030;-3.690153;40.37435
2807912031;-3.691733;40.374229
2807912032;-3.693085;40.37293
2807912033;-3.690161;40.372316
2807912034;-3.691175;40.370807
2807912036;-3.688812;40.36982
2807912037;-3.68887;40.368684
2807912039;-3.698389;40.380277
2807912041;-3.700531;40.380348
2807912042;-3.700998;40.381328
2807912043;-3.701596;40.382232
2807912044;-3.704131;40.381385
2807912045;-3.703868;40.382809
2807912046;-3.704219;40.384189
2807912047;-3.704451;40.385461
2807912048;-3.702133;40.384536
2807912049;-3.700833;40.385286
2807912050;-3.699666;40.386671
2807912051;-3.698903;40.384196
2807912052;-3.695473;40.385096
2807912053;-3.702931;40.392459
2807912054;-3.699626;40.389423
2807912055;-3.701805;40.38846
2807912056;-3.701848;40.387319
2807912057;-3.704626;40.386629
2807912059;-3.703123;40.390441
2807912061;-3.705618;40.389976
2807912062;-3.708646;40.389563
2807912064;-3.709183;40.388088
2807912065;-3.709488;40.387091
2807912066;-3.70732;40.38623
2807912067;-3.710454;40.385864
2807912069;-3.711381;40.38667
2807912070;-3.712321;40.387676
2807912071;-3.713707;40.387978
2807912073;-3.714547;40.386014
2807912074;-3.71459;40.385417
2807912075;-3.714437;40.383965
2807912077;-3.717133;40.381575
2807912078;-3.713319;40.382212
2807912079;-3.714988;40.381129
2807912080;-3.712575;40.381169
2807912081;-3.714565;40.380083
2807912082;-3.712169;40.37964
2807912083;-3.713158;40.378864
2807912084;-3.714739;40.37902
2807912086;-3.7066;40.37578
2807912087;-3.705589;40.378976
2807912088;-3.705581;40.381608
2807912089;-3.706947;40.382251
2807912090;-3.706624;40.38051
2807912091;-3.709613;40.380436
2807912092;-3.708759;40.382197
2807912093;-3.709503;40.3835
2807912094;-3.709862;40.384735
2807912096;-3.706612;40.383869
2807912097;-3.7069;40.38512
2807912098;-3.71604;40.37643
2807912099;-3.701359;40.36505
2807912100;-3.692288;40.369265
2807912101;-3.711492;40.365343
2807912102;-3.707108;40.365098
2807912103;-3.685128;40.368737
2807912104;-3.688912;40.365389
2807912105;-3.687001;40.36692
2807912106;-3.717284;40.366156
2807912107;-3.697081;40.383861
2807912108;-3.697188;40.376249
2807912109;-3.685783885;40.42027378
2807913002;-3.657137;40.373202
2807913003;-3.660445;40.370849
2807913004;-3.661614;40.372579
2807913005;-3.659667;40.372397
2807913006;-3.658087;40.374739
2807913007;-3.66004;40.37498
2807913008;-3.662759;40.375615
2807913010;-3.664479;40.378016
2807913011;-3.66577;40.376162
2807913012;-3.66629;40.374481
2807913013;-3.669238;40.373677
2807913014;-3.674989;40.37375
2807913016;-3.667617;40.376604
2807913017;-3.666606;40.378047
2807913018;-3.667873;40.379112
2807913019;-3.670326;40.377398
2807913021;-3.671708;40.378604
2807913022;-3.669682;40.379855
2807913023;-3.66823;40.380868
2807913024;-3.669792;40.381594
2807913026;-3.676542;40.378815
2807913027;-3.678372;40.379325
2807913028;-3.676665;40.38017
2807913029;-3.674682;40.381891
2807913030;-3.673924;40.380219
2807913031;-3.671171;40.381595
2807913032;-3.672448;40.382521
2807913033;-3.670603;40.383515
2807913034;-3.671663;40.384565
2807913035;-3.67315;40.385309
2807913036;-3.670041;40.386724
2807913037;-3.670665;40.388397
2807913038;-3.671144;40.390507
2807913039;-3.671794;40.392219
2807913040;-3.671552;40.393647
2807913041;-3.670591;40.395141
2807913042;-3.669104;40.397037
2807913043;-3.666974;40.396033
2807913044;-3.667936;40.394354
2807913045;-3.668469;40.392833
2807913046;-3.66885;40.39138
2807913047;-3.668709;40.38975
2807913048;-3.668035;40.388388
2807913049;-3.666036;40.390302
2807913050;-3.666836;40.392113
2807913052;-3.665434;40.395003
2807913053;-3.663963;40.394297
2807913054;-3.665069;40.392451
2807913055;-3.666323;40.388347
2807913056;-3.664818;40.385784
2807913057;-3.666898;40.386593
2807913058;-3.669039;40.386236
2807913059;-3.669623;40.385009
2807913060;-3.668419;40.385136
2807913061;-3.668084;40.384466
2807913062;-3.667684;40.384038
2807913063;-3.667379;40.383368
2807913064;-3.667172;40.3824
2807913065;-3.666657;40.382012
2807913066;-3.665858;40.383718
2807913069;-3.665617;40.382077
2807913074;-3.662946;40.384247
2807913077;-3.660763;40.389597
2807913078;-3.662245;40.389622
2807913079;-3.662867;40.391073
2807913080;-3.663948;40.39111
2807913083;-3.661876;40.3933
2807913084;-3.660133;40.392363
2807913086;-3.658507;40.390911
2807913087;-3.65764;40.389593
2807913088;-3.654891;40.390088
2807913089;-3.656386;40.38861
2807913090;-3.654337;40.38789
2807913091;-3.653582;40.385958
2807913092;-3.656942;40.387079
2807913094;-3.658389;40.384815
2807913103;-3.660409;40.37918
2807913104;-3.662543;40.379462
2807913108;-3.650864;40.380222
2807913109;-3.64913;40.381498
2807913110;-3.647904;40.380918
2807913111;-3.644846;40.381355
2807913112;-3.645823;40.381858
2807913114;-3.646596;40.382621
2807913115;-3.645707;40.383955
2807913116;-3.642545;40.382273
2807913117;-3.639784;40.383226
2807913118;-3.641049;40.383217
2807913119;-3.641924;40.384087
2807913120;-3.642958;40.385437
2807913121;-3.644668;40.386208
2807913122;-3.643399;40.387879
2807913123;-3.641681;40.387112
2807913124;-3.640043;40.38637
2807913125;-3.640929;40.385185
2807913126;-3.639199;40.384239
2807913127;-3.630907;40.38145
2807913128;-3.630099;40.388062
2807913129;-3.637293;40.389735
2807913131;-3.634975;40.389507
2807913132;-3.635039;40.390888
2807913133;-3.63636;40.391931
2807913134;-3.637845;40.391318
2807913135;-3.639738;40.392905
2807913136;-3.640655;40.391888
2807913137;-3.641185;40.39063
2807913138;-3.639407;40.38984
2807913139;-3.641731;40.389645
2807913140;-3.641518;40.388692
2807913142;-3.642341;40.393227
2807913143;-3.644493;40.393589
2807913144;-3.644037;40.391305
2807913145;-3.645912;40.390604
2807913146;-3.645452;40.387967
2807913147;-3.646664;40.388928
